Original,Part of,Translation
Fatigue|Modifier,,Mod de|Fatiga
hd,,dg
DOMAINS,,DOMINIOS
Zen Archery,,Arquería Zen
Fast healing per round,,Curación rápida por asalto
Increase your move speed by 20ft for one round,,Incrementa tu velocidad movimiento en 20ft durante un asalto
Cleric Level,,Nivel de Clérigo
at half speed,,a mitad de velocidad
25ft,,25'
"If a member dies, make a Fortitude save (DC 15) or lose|power points equal to their hit dice.",,"Si un miembro muere, hacer una tirada de Fortaleza (CD 15) o pierde|puntos de poder equivalentes a sus dados de golpe."
CUNNING INITIATIVE,,INICIATIVA ASTUTA
Bonus feat,,DOTE ADICIONAL
Appraise,,Tasación
Valuables,,Objetos de Valor
Stunning Fist,,Puño aturdidor
Acrobatic,,Acrobático
Two-handed weapon,,Arma a dos manos
Intimidate,,Intimidar
Charisma|Score,,Punt.|Carisma
Weapon and armour proficiencies,,Competencias con armas y armaduras
Synergy,,Sinergia
to overcome target’s|spell resistance,,para sobrepasar la resistencia|conjuros del objetivo
Bonus to all|saving throws,,Bonificador a todo|Salvaciones
Spymaster,,Jefe de Espías
"Use the starting wealth for your class, or a value supplied by your GM.",,"Empieza usando la riqueza inicial de tu clase, o el valor proporcionado por tu GM"
Monk bonus applies when|unarmoured and unencumbered,,Bono de Monje se aplica cuando|no tiene carga ni armadura
Feats,,DOTES
EARTH,,TIERRA
FIRE,,FUEGO
Intelligent items with an ego 20 or more always|consider themselves superior to any character.,,Items inteligentes con un ego mayor a 20 son|siempre considerados superiores a cualquier jugador. 
bonus granted to,,bono del explor al
Round,,Asalto
Dislikes,,Aversiones
Kingdom,,Reino
TRACK,,RASTREAR
A natural lycanthrope’s bite afflicts the victim with|afflicted lycanthropy.,,Un mordisco de un licántropo natural aflige a la víctima con|licantropía afligida
Knowledge - INT|Profession - WIS,,Saber – INT|Profesión – SAB
When identifying the abilities and weaknesses of creatures.,,Cuando identificas las aptitudes y debilidades de criaturas.
"5,000 people",,5.000 personas
rats,,ratas
20ft,,20'
Skill|Bonus,,Bonus de|Habilidad
Damage,,Daño
Improved Uncanny Dodge,,Esquiva Asombrosa Mejorada
SNEAK ATTACK,,ATAQUE FURTIVO
+2 to any one ability score,,+2 a una puntuación característica
Additional Domain,,Dominio Adicional
Grand Diplomat,,Gran Diplomático
CHA,,CAR
2 pt,,2 pts
if you fail a jump by 4 or less,,si falla un salto por 4 o menos
Hit|dice,,Dado de golpe
Save DC,,CD Salvacion
Sixth Sense +1,,Sexto Sentido +1
"Diplomacy, Sense Motive",,"Averiguar Intenciones, Diplomacia"
Naginata,,Naginata
Bonus|Spells,,Conjuros|Adicionales
Summon Nature’s Ally III,,Conovocar Aliado Natural III
Attribute|scores,,Puntuación|Atributos
Spend one use of mythic power to add to any d20,,Gasta un uso de poder mítico para agregar a cualquier D20
Dwarf,,Enano
Slow Fall 60 ft,,Ralentizar Caida 60 Pies
CALENDAR,,CALENDARIO
Attack Bonus,,Bon de Ataque
DEMANDING CHALLENGE,,Desafío exigente
Fire,,Fuego
8ft,,8'
Additional Sneak Attack,,Ataque Furtivo Adicional
Points Healed,,Puntos Curados
SMITE EVIL,,CASTIGAR AL MAL
MYTHIC SAVING THROWS,,PRUEBAS SALVACIÓN MÍTICAS
BRAVERY,,VALENTÍA
Shocking burst,,Explosiva Electrizante
Temp|Modifier,,Modif|Temporal
Abadius,,Abadius
Suggest actions to one already fascinated creature,,Sugiere acciones a una criatura ya fascinada
Affiliation,,Afiliación
Pharast,,Pharast
Platinum,,Platino
second sneak attack in a round,,segundo ataque furtivo en un asalto
Use touch AC beyond first range increment,,Usa ataque de toque mas allá del primer incremento de alcance
DOMAIN,,DOMINIO
Weapon Specialisation  (,,Especialización con un Arma (
4/silver,,4/plata
Uses|per day,,Usos|al día
ZEN ARCHER,,ARQUERO ZEN
Sixth Sense +4,,Sexto Sentido +4
WILL,,VOL
Sixth Sense +3,,Sexto Sentido +3
MERCIES,,MISERICORDIAS
ECONOMY,,ECONOMÍA
Character Name,,Nombre del Personaje
- 1 per 5lb| carried,,-1 por cada 5lb| llevadas
Immune to all poisons,,Inmune a todos los venenos
Hands,,Manos
Planar Attack,,Ataque Planario
Knowledge:,,Saber:
WILL SAVE DC,,CD SALV VOL
Enhancements,,Mejoras
Invocation|Level,,Nivel de|Invocacion
CLASS,,CLASE
Human,,Humano
Coup de grace,,Golpe de gracia
SORCERER,,HECHICERO
Character traits,,Rasgos de personaje
Unarmed|Strike|Damage,,Daño|Golpe|sin Armas
Hair,,Pelo
TRUE JUDGEMENT,,JUICIO VERDADERO
Total skill|ranks,,Rangos de habilidad|totales
GRAPPLE,,PRESA
"Weapons, Ammo",,"Armas, Munición"
Longbow,,Arco Largo
CHANGE SHAPE,,CAMBIAR FORMA
+4 to attack,,+4 al ataque
KINGDOM SIZE,,TAMAÑO REINO
ORACLE,,ORÁCULO
Slow Fall any distance,,Reducir caída cualquier distancia
Knowledge (geography),,Conocimiento (Geografia)
Penetrating Strike,,Ataque penetrante
pp,,ppt
Knowledge (local),,Conocimiento (Local)
5/silver,,5/plata
Uses per day,,Usos por día
Specialist|Spell,,Conjuro de|Especialista
x 4,,x 4
"Using any combination of|unarmed strikes and Monk|weapons: Kama, Nunchaku,|Quarterstaff, Sai, Shuriken,|Siangham",,"Usando cualquier combinación de|ataques sin arma y armas de|Monje: Kama, Nunchaku,|Bastón, Sai, Shuriken,|Siangham"
Healing Points,,Puntos de Curacion
Size Modifier|× 4,,Modificador de Tamaño|x4
SAVING|THROWS,,PRUEBAS|SALVACIÓN
"Use your base or animal score, whichever is higher",,"Usa tu puntuación base o la animal, la que sea mayor"
As long as you have at least one ki point,,Mientras tengas al menos un punto de ki
RAGE!,,¡FURIA!
Can communicate with related animals.,,Puede comunicarse con animales relacionados.
2d6,,2d6
ATTACK,,ATAQUE
Diamond Body,,Cuerpo Diamantino
Craft (sculpting),,Arte (escultura)
POWER LEVELS,,NIVELES DE PODER
Line of Acid,,Linea de Acido
Fix a broken firearm as standard action,,Repara un arma de fuego rota como acción estandar
= d6 +,,= d6 +
Bodyguard,,Guardaespaldas
"Bonus to Initiative, Knowledge (geography), Perception, Stealth,Survival and Swim while in aquatic terrains.",,"Bonus a Iniciativa, Saber (geografía), Percepción, Sigilo, Supervivencia y Nadar cuanto está en terrenos acuáticos."
Defensive|Bonus,,Bonus|Defensivo
Treat hands as weapons,,Tratar manos como armas
Craft (cooking),,Arte (cocina)
INT - 8,,INT - 8
Gunslinger|Level,,Pistolero|Nivel
Royal Enforcer,,Ejecutor Real
+3d6 damage,,+3d6 daño
Ability|Modifier,,Modif|Caract.
Your weapon counts as magical for|bypassing damage resistance.,,Tu arma también cuenta como mágica|para sobrepasar resistencia al daño
RACIAL ABILITIES,,APTITUDES RACIALES
SOOTHING PERFORMANCE,,INTERPRETACIÓN TRANQUILIZADORA
Hit Dice,,Dados Golpe
Basic attributes,,Atributos básicos
Cast spells in heavy armour with no risk of spell failure,,Lanza conjuros con armadura pesada sin riesgo de fallo arcano
1 to 9,,1 a 9
Deflection|Modifier,,Mod de|Desvío
Modifier = (Ability Score - 10) ÷ 2,,Modificador = (Punt. Caracte. - 10) ÷ 2 
Wisdom|Penalty,,Pen de|Sabiduría
Fame,,Fama
Ammo,,Munición
-4 initiative; 20% miss chance when attacking|-4 on opposed Perception|automatically fail Perception checks for sound,,-4 Iniciativa; 20% de fallo cuando atacas|-4 en Percepción opuesta|fallo automático de Percepción con pruebas sonido
Overcome spell resistance,,Sobrepasar Resistencia conjuros
Light <illumination>,,Luz <Iluminación>
KINGDOM|POPULATION,,POBLACIÓN|REINO
BATTLE FORTITUDE,,FORTITUD DE BATALLA
+1 grit point,,+1 Punto de agallas
Pick a class,,Escoge una clase
"Switching identity takes one minute, and must be done out of sight.",,"Cambiar identidades toma un minuto, y debe ser hecho fuera del campo de vision."
Concentration,,Concentración
QUIVERING PALM,,Palma Temblorosa
Ronin|Level,,Nivel|Ronin
Spring Attack,,Ataque elástico
Able to take 10 on any skill,,Puedes elegir 10 en cualquier habilidad
Observant,,Observador
Undetectable Alignment,,Alineamiento Indectable
10 to 14,,10 a 14
Don’t die until negative hp equals double your constitution score.,,No muere hasta que los pg negativos igualan el doble de su puntuación de Constitución.
Heal / Harm,,Curar / Infligir
Non-lethal,,No Letal
ATTACKS,,ATAQUES
• Dazzled,,• Deslumbrado
Desnus,,Desnus
"If this is your character’s your first level, or the first level you’re taking|in a new class, think carefully about choosing an archetype,|as well as any irrevocable choices such as “path”, “combat style” etc..",,"Si este es el primer nivel de tu personaje, o el primer nivel que tomas|en una nueva clase, piensa con cuidado sobre elegir un arquetipo,|así como cualquier otra decisión irrevocable como un ""camino"", ""estilo de combate"", etc."
3-LEVEL|BONUS,,3-Nivel|Bonus
Percussion,,Percusión
Unconscious,,Inconsciente
INFLICT,,INFLIGE
Speed with Armour,,Vel con Armadura
Rage 5/day,,Furia 5/día
Increase damage reduction to 10/evil.,,Aumenta RD a 10/maligno.
WIS,,SAB
POPULACE,,POBLACIÓN
Rapid Shot,,Disparo rápido
Treat unarmed attacks as magic weapons,,Trata ataques sin arma como armas mágicas
KINGDOM FINANCES,,FINANZAS DEL REINO
"If unrest is more than 10, abandon a hex",,"Si el malestar es mayor que 10, abandona el hexágono"
Initiative roll is always 20.,,La prueba de Iniciativa es siempre 20.
Craft (baskets),,Artesanía (cestería)
WIS - 8,,SAB - 8
COMBAT,,COMBATE
"UMD,",,"UOM,"
Profession (midwife),,Profesión (partera)
ANIMAL COMPANION,,COMPAÑERO ANIMAL
KNOWN POWERS,,PODERES CONOCIDOS
Temp CMB,,BMC Temp.
Hit Die,,Dado de Golpe
Ranks,,Rangos
Barony,,Baronía
INTELLIGENT ITEM,,ITEM INTELIGENTE
d4 / d8,,d4 / d8
POTIONS,,POCIONES
Summon Nature’s Ally I,,Conovocar Aliado Natural I
METAMAGIC SPECIALIST,,Especialista Metamagico
Location,,Localización
ANIMAL FORM,,FORMA ANIMAL
Listen,,Escuchar
MARTIAL ADEPT,,ADEPTO MARCIAL
TAKE 10,,ELEGIR 10
Fly Speed,,Vel. de Vuelo
Improved Disarm,,Desarme Mejorado
Training,,Entrenamiento
Apply a critical effect to the,,Aplica el efecto del critico al
Outcome,,Resultado
DC,,CD
Knowledge: Psionics,,Conocimiento: Psionica
WEAPON EXPERTISE,,Pericia con las armas
Wu Jen|Level,,Nivel de|Wu Jen
When training an animal to serve as a mount,,Cuando se entrena a un animal para servir de montura
GEISHA,,GEISHA
1 pt,,1 pt
"Acrobatics, Heal",,"Acrobacias, Curar"
Swim,,Nadar
DISCIPLINE,,DISCIPLINA
Bard Level,,Nivel de Bardo
• Shaken,,• Estremecido
+8 Strength  +8 Constitution  +4 Will  -2 AC,,+8 Fuerza +8 Constitución +4 Voluntad -2 CA
Special Ammo,,Munición Especial
Common,,Comun
Advanced Talent,,Talento Avanzado
BUILD A CHARACTER,,CREAR UN PERSONAJE
Knowledge: The Planes,,Saber: Los Planos
Base|Points,,Puntos|Base
Forbidden Domain,,Dominio Prohibido
EXTRACTS,,EXTRACTOS
LAY ON HANDS,,IMPOSICIÓN DE MANOS
2d8 / 4d8,,2d8 / 4d8
Saving|Throw|Bonus,,Bonus|Tiros|Salv.
Splash|radius,,Radio de|salpicadura
Headband,,Diadema
Charisma|Penalty,,Pen de|Carisma
hp,,pg
TAX,,IMPUESTO
SKILL|RANKS,,RANGOS DE|HABILIDAD
Erastus,,Erastus
Reflex,,Reflejos
Green,,Verde
Diplomacy,,Diplomacia
Consult the book to see what increase you get to your|Base Attack Bonus and Saving Throws at this level.,,Consulta el libro para ver qué incremento obtienes para tu|Bonus Ataque Base y Pruebas Salv. en este nivel.
"Equipment does not meld between Humanoid and|Hubrid forms, but does with Animal form.",,"El equipo no se funde entre la forma Humanoide|y la Híbrida, pero sí con la forma Animal."
Close,,Corto
Your weapon also counts as adamantine|for overcoming damage resistance.,,Tu arma también cuenta como adamantina|para sobrepasar resistencia al daño
Trained,,Entrenada
Ring,,Anillo
Inspire Courage,,Inspirar Valor
SPELL|RANGE,,ALCANCE|CONJURO
Wis,,Sab
Tumble,,Piruetas
Discern Lies|Today,,Discernir Mentiras|Hoy
Smiting,,Castigar
Threat range,,Rango de amenaza
COMBAT STYLE,,ESTILO DE COMBATE
"Sneak attack damage can be applied when a target is flanked or|is denied their DEX bonus to AC.|On ranged attacks, it only applies within 30 ft.|It is not multiplied by critical hits.|It cannot be non-lethal unless using a non-lethal weapon.",,"Daño de ataque furtivo se aplica cuando el objetivo es flanqueado o|pierde el bonus DES a CA.|En ataques a distancia, solo se aplica dentro de 30ft.|No se multiplica con crítico.|No puede ser no letal, execpto usando armas no letales."
TOTAL FUNDS,,FONDOS TOTALES
Sml / Lrg,,Peq / Gde
Trap Sense +6,,Sentido de las Trampas +6
Enemies are frightened and flee your performance,,Enemigos se asustan y huyen de tu canción
Creature type,,Tipo de criatura
Immune to all diseases,,Inmune a todas las enfermedades
Special properties,,Propiedades Especiales
Conceal Knife,,Esconder Cuchillo
4d8,,4d8
Waist,,Cintura
Concept,,Concepto
Bonus|Feats,,Dotes|Adicionales
Unconcious,,Inconsciente
Perception,,Percepción
Handle Animal,,Trato con Animales
Invocation,,Invocacion
Blindsense 30ft,,Sentido Ciego 30'
Class skills,,Habilidad Clásea
• Entangled,,• Enmarañado
Knowledge (nobility),,Conocimiento (Nobleza)
Paladin Level,,Nivel de Paladín
Improved Two-weapon Fighting,,Combate con dos armas mejorado
ORIGINS,,ORÍGENES
Intelligence|Penalty,,Pen de|Inteligencia
CLASS ABILITIES,,APTITUDES CLASE
LEGENDARY HERO,,HÉROE LEGENDARIA
"Racial,|Feats",,"Racial,|Dotes"
Gain a +1 bonus to Fortitude and Will saves.,,Obtienes un +1 a salvaciones de Fortaleza y Voluntad
+ 4 to all saving throws|+ 4 to AC,,+ 4 a todas las tiradas de salvación|+ 4 a CA
Shot on the run,,Disparo a la carrera
Skill Ranks,,Rangos de Habilidad
MYTHIC FEATS,,DOTES MÍTICAS
Class|Level,,Clase|Nivel
Deafening Critical,,Crítico ensordecedor
"Traits are aspects of your background that can add depth to a character.|Ask your GM if you get to pick any traits, and if so how many.|A common allocation is:",,"Los rasgos son aspectos de tu trasfondo que pueden añadir profundidad al personaje.|Pregunta al GM si debes coger rasgos, y cuantos.|Una distribución habitual es:"
DORJES,,DORJES
ATTRIBUTES,,ATRIBUTOS
Nimble,,Ágil
Attack,,Ataque
Power,,Poder
"For 4 points, extend the effect to an extra target.",,"Por 4 puntos, extiende el efecto a un objetivo extra."
COMMAND DC,,CD COMANDAR
WANDS,,VARITAS
Fatigued,,Fatigado
Spell|Level,,Nivel de|Conjuro
Resources,,Recursos
Aspect,,Aspecto
Is this a favoured class?,,¿Es esta una clase favorita?
PERFORMANCES,,INTERPRETACIONES
Base Weapon,,Arma Base
SPELL BOOK,,LIBRO DE CONJUROS
• Staggered,,• Grogui
WIS - 12,,SAB - 12
Area,,Área
Trap Sense +2,,Sentido de las Trampas +2
MYSTERY,,Misterio
CASH,,ORO
Foes|Today,,Enemigos|Hoy
Conditional Modifiers,,Mod Condicionales
Base Form,,Forma Base
Ki Arrows,,Flechas Ki
Challenged target suffers -2 penalty to AC against|any target other than you.,,Objetivos desafiados sufren -2 penal. a CA contra|cualquier objetivo distinto a ti.
Duration,,Duración
• Deafened,,• Ensordecido
Light Wounds,,Heridas Leves
Perform (oratory),,Interpretar(oratoria)
Hero,,Héroe
BUILDINGS,,EDIFICIOS
Purity,,Pureza
120 ft,,120 ft
Ranger|Level,,Nivel de|Explorador
AMAZING INITIATIVE,,INICIATIVA ASOMBROSA
Effective|Character|Level,,Nivel|Efectivo de|Personaje
Improved,,Mejorado
Mighty Charge,,Carga Poderosa
Critical Wounds,,Heridas Críticas
Critical Range,,Rango Crítico
45ft,,45'
Weapon Mastery,,Maestría con Armas
Radius centred|on the Cleric,,Radio centrado|en el Clérigo
Focus,,Foco
Saves,,Salvaciones
BUFFS,,Bonos
"Ask your GM how to create your basis scores. He might give you a|fixed array, ask you to roll dice, or use a point buy system.",,"Pregunta a tu GM como crear tus puntuaciones básicas. Puede darte un|conjunto fijado, hacerte tirar dados, o usar la compra de puntos."
Temp Speed,,Vel Temp
BANE,,PERDICIÓN
POWER STONES,,PIEDRAS DE PODER
Artificer|Level,,Nivel de|Artifice
ATTACK BONUS,,Bon de Ataque
Granted Power,,Poder Concedido
Initiative,,Iniciativa
Outline how you’d like the character to develop in the future.|This plan may change once the adventure starts.,,Esboza como quieres que se desarrolle tu personaje en el futuro.|Este plan puede cambiar una vez la aventura comience.
Rogue|Level,,Nivel de|Pícaro
Swim Speed,,Vel. de Nado
"Free bull rush, disarm, sunder or trip on successful charge; no Attack of Opportunity.",,"Embestir, Desarmar, Romper arma o Derribar gratuíto tras una carga con éxito; no AdO"
Channel Positive Energy,,CANALIZAR ENERGÍA POSITIVA
Racial|bonus,,Bonus|racial
Craft (bowmaking),,Arte (arquero)
VERSATILE PERFORMANCE,,INTERPRETACIÓN VERSÁTIL
Mass Spell Level,,Nivel de Conjuro en Grupo
Class Skills,,Habilidades de Clase
RAGE,,FURIA
NINJA,,NINJA
Character number,,Numero de Personaje
The head of Alfredo Garcia,,La cabeza de Alfredo García
Deflect Arrows,,Desviar flechas
MOVE THROUGH THREATENED SQUARE,,MUEVE A TRAVÉS CASILLA AMENAZADA
Uses Today,,Usos Hoy
• Frightened,,• Asustado
ARMOUR TRAINING,,ENTR. EN ARMADURA
"As a move action, detect evil in one creature or item within 60ft.",,"Como acción de movimiento, detecta el mal a una criatura o item a 60'."
Comedy,,Comedia
Rounds Shared|This Encounter,,Asaltos compartidos|Este encuentro
Dancing,,Danzante
(ROGUE),,(PÍCARO)
Craft (brewery),,Arte (destilería)
Clothes / Body,,Ropas / Cuerpo
(Minimum 1),,(Minimo 1)
d10 / 3d6,,d10 / 3d6
Ready,,Preparado
"On using Smite Evil to successfully hit an outsider, that outsider is subject to Banishment.|The effect of Smite Evil ends after this attack.",,"Cada vez que usa castigar el mal y acierta a un ajeno maligno, éste queda|también sujeto a un destierro.El efecto finaliza después del ataque"
or,,o
Scout|Level,,Nivel|Batidor
Diamond Soul,,Alma diamantita
PROMOTIONS,,PROMOCIONES
MELEE,,MELEE
"Place of origin, nationality, culture",,"Lugar de origen, nacionalidad, cultura"
WIZARD,,MAGO
Handle Animal|Bonus,,Bonus|Trato Animales
Treasury funds,,Fondos Tesorería
SAVING THROW DC,,CD PRUEBA SALV
Debts,,Deudas
Heavy Armour Proficiency,,Competencia con armadura pesada
Likes,,Gustos
Dodge|Modifier,,Mod de|Esquiva
"One background trait, connected to your character’s origin",,"Un rasgo de trasfondo, conectado al origen de tu personaje"
Greater Flurry,,Ráfaga Mayor
Use in place of Diplomacy to improve the attitude of an animal,,Usar en lugar de Diplomacia para mejorar la actitud de un animal
Ruler,,Gobernante
Domain,,Dominio
Standard,,Estandar
Stunned,,Aturdido
Temp AC,,CA Temp
PALADIN,,PALADÍN
Str,,Fue
d6 +,,d6 +
DC 25,,CD 25
DIRGE OF DOOM,,CANTO DE FATALIDAD
LEVEL,,NIVEL
Monk Level|÷ 4,,Nivel de Monje|÷ 4
Sarenith,,Sarenith
Gather Information,,Reunir Información
Burrow Speed,,Vel. de Cavar
Acid,,Ácido
BONUS FEATS,,DOTES ADICIONALES
4ft,,4'
Immune to death effects,,Inmune a efectos de muerte
A dose of wolfsbane grants another fortitude save.,,Una dosis de acónito concede otra Salv. Fortaleza.
Craft (bookbinding),,Arte (encuadernación)
Magic stone,,Piedra mágica
Circle of Death,,Circulo de Muerte
Multiplier,,Multiplicador
BASE ATTACK & SAVING THROWS,,ATAQUE BASE & PRUEBAS SALVACIÓN
Red,,Rojo
Item can talk in languages it knows.,,Item puede hablar cualquier idioma que conozca.
+6 Strength  +6 Constitution  +3 Will  -2 AC,,+6 Fuerza +6 Constitución  +3 Voluntad -2 CA
= ECL + 3,,= NEP + 3
Height,,Altura
Select one judgement at start of combat|to apply its bonus at 5 levels higher,,Elige un juicio al inicio del combate|para aplicar su bonus como si fuera 5 niveles mayor
SPELLS,,CONJUROS
Carried by / given to,,Llevado por / Dado a
Summon,,Conjurar
Campaign,,Campaña
Granted to allies within 30ft who can see and hear you,,Concedido a aliados en 30ft a la redonda que pueden verte y oirte
Make one additional attack when making a full attack,,Haz un ataque adicional cuando haces un ataque completo
Touch,,Toque
require,,requiere
"Allocate these scores to your six stats:|Strength, Dexterity, Constitution,|Intelligence, Wisdom and Charisma",,"Coloca estas puntuaciones a tus seis características:|Fuerza, Destreza, Constitución,|Inteligencia, Sabiduría y Carisma"
A successful sneak attack can also deliver one of:| • Sleep for 1d4 hours| • Paralysed for 2d6 rounds| • Slain,,Un ataque furtivo exitoso puede también añadir uno de los siguientes:| • Dormir durante 1d4 horas| • Paralizado durante 2d6 asaltos| • Asesinado
11ft,,11'
Daring acts,,Proezas
TRAP SENSE,,SENTIDO DE TRAMPAS
"Armour, Shield, Protective Items",,"Armadura, Escudo, Items Protectores"
Temp CMD,,DMC Temp
Good saves:,,Buenas Salv:
Deafened,,Ensordecido
Heal,,Curar
Weapon|Training,,Entrenamiento|Armas
Components / Focus,,Componentes / Foco
Staggered,,Grogui
Defensive|Casting|Bonus,,Bonus|Lanzamiento|Defensivo
Region,,Región
CURSE,,MALDICIÓN
Immune to fatigue,,Inmune a la fatiga
Heart,,Corazón
Notes,,Notas
Patron,,Patron
Point Blank Shot,,Disparo a bocajarro
Spell Save|DC Bonus,,Bonus CD|Salv. Conjuro
Haste,,Acelerar
Charge attack,,Ataque de Carga
Unlimited range,,Rango ilimitado
Total Weight,,Peso Total
"Use this DC for Splash reflex saves,|Discovery fortitude saves etc.",,"Usa esta CD para salv de reflejo por Salpicadura,|Salv de fortaleza de descubrimientos, etc."
DISCOVERIES,,DESCUBRIMIENTOS
Craft (painting),,Arte (pintura)
KEEN SENSES,,SENTIDOS AGUZADOS
Ignore damage reduction.,,Ignora reducción de daño.
to ignore 10ft of falling damage,,Ignorar 10' de daño de caída
Mighty Cleaving,,Hendedura Poderosa
Greater Vital Strike,,Golpe vital mayor
STARTLING APPEARANCE,,APARIENCIA ALARMANTE
Total City|Population,,Población|Total Ciudad
xp,,exp
Resolved,,Resuelto
FRIENDLY,,AMISTOSO
Temp Damage|Bonus,,Bon Temp|Daño
Druid|Level,,Nivel de|Druida
ALCHEMY,,ALQUIMIA
Bonus against charm and compulsion effects,,Bon contra efectos de encantamiento y compulsión
Improved Vital Strike,,Golpe vital mejorado
Monk|Level,,Nivel de|Monje
Good Cleric,,Clérigo Bueno
Saving throw bonus,,Bonus Tiros Salvación
Iron will,,Voluntad de Hierro
AURA OF JUSTICE,,AURA DE JUSTICIA
2ft,,2'
Use dimension door once per day,,Usar puerta dimensional una vez por día
+ 2 + 4d6,,+ 2 + 4d6
Your starting languages,,Tus lenguajes iniciales
Crippling Critical,,Crítico lisiante
TOME OF SECRETS,,TOMO DE SECRETOS
Change shape as a move action.,,Cambia de forma como acción de movimiento.
Craft (masonry),,Arte (albañilería)
"Bluff, Intimidate",,"Engañar, Intimidar"
Spell Save DC = 10 + CHA + Spell Level,,CD Salv de Conjuro = 10 + CAR + Nivel de Conjuro
dice,,Dados
Item value,,Valor
Misc|Modifier,,Mod|Misc
Max Weight,,Peso Maximo
Arms / Wrists,,Brazos / Muñecas
Silver,,plata
PRIEST,,CLÉRIGO
Mighty cleaving|Unholy,,Hendedura Poderosa|Impía 
INQUISITOR,,INQUISIDOR
Make attacks of opportunity with a bow,,Hace ataques de oportunidad con un arco
Max|Ranks,,Rangos|Maximos
Invoke three judgements at once,,Invoca tres juicios a la vez
Heavy,,Pesado
Base|Attack Bonus,,Bonificador de|Ataque Base
Shaman|Level,,Chaman|Nivel
SHIELD,,ESCUDO
Race (including subtypes or customisations),,Raza (incluyendo subtipos o personalizaciones)
Stable,,Estable
Spell immunity,,Inmunidad a conjuros
TREASURY,,TESORERÍA
INIT,,INIC
OTHER EVENTS,,OTROS EVENTOS
MAGIC ITEMS,,OBJETOS MÁGICOS
Light Load,,Carga Ligera
Rank / Position,,Rango / Posición
Counter magical effects that depend on sight.|Allies within 30ft use Performance roll in place of a saving throw,,Contrarresta efectos mágicos que dependan de la vista.|Aliados a 30' usan la tirada de Interpretar en lugar de una tirada de salvación.
Perform (string),,Interpretar (cuerda)
Other:,,Otro:
Gorgon’s Fist,,Puño del Gorgón
Ability Modifier = (Total Ability Score - 10) ÷ 2,,Modif. Habilidad = (Punt. Total Habil. -10) ÷ 2
Forge Ring,,Forjar anillo
Double Slice,,Doble tajo
Ride,,Montar
Survival|Bonus,,Bon de|Supervivencia
Evasion,,Evasión
Kingdom’s|Income,,Ingresos|del Reino
Throw Anything,,Lanzar cualquier cosa
Motivations,,Motivaciones
Snatch Arrows,,Atrapar Flechas
Max Load,,Carga Máxima
"Bonus to attack, damage and selected skills against this enemy",,"Bonus al ataque, daño y habilidades seleccionadas contra este enemigo."
"Diplomacy, Perception",,"Diplomacia, Percepción"
3ft,,3'
Power Attack,,Ataque Poderoso
ANTIPALADIN,,ANTIPALADÍN
BREATH WEAPON,,ARMA DE ALIENTO
Carried Items,,Objetos Llevados
per,,por
Item can read any language.,,Item puede leer cualquier idioma que conozca.
Intended progression,,Progresión prevista
Catch off-guard,,Tomar desprevenido
Improved Precise Shot,,Disparo Preciso Mejorado
Sneak Attack,,Ataque furtivo
ACTIONS,,ACCIONES
CMB,,BMC
Brass,,Latón
Hold Monster,,Retener Monstruo
Forgery,,Falsificar
Disable|Device,,Inutilizar|Mecanismo
From Level 4,,Desde Nivel 4
Craft (blacksmithing),,Arte (herrería)
CALM SPIRIT,,CALMAR ESPIRITU
DIVINE SPELLS,,CONJUROS DIVINOS
Speak with Dead,,Hablar con los Muertos
MAX RANGE,,MAX RANGO
