Original,Part of,Translation
Red,,Czerwony
+6 Strength  +6 Constitution  +3 Will  -2 AC,,+6 Siły +6 Budowy +2 Woli -2 KP
Menacing Shot,,Strzał Grozy
= ECL + 3,,= EPP + 3
Height,,Wzrost
Knowledge Today,,Wiedza Dziś
Spirit|Shaman|Level,,Poziom|Duchowego|Szamana
SPELLS,,CZARY
Carried by / given to,,Niesiony przez / Dany
Campaign,,Kampania
"Allocate these scores to your six stats:|Strength, Dexterity, Constitution,|Intelligence, Wisdom and Charisma",,"Przydziel te wartości do sześciu atrybutów:|Siły, Zręczności, Budowy,|Inteligencji, Roztropności i Charyzmy"
A successful sneak attack can also deliver one of:| • Sleep for 1d4 hours| • Paralysed for 2d6 rounds| • Slain,,Udany podstępny atak może również przynieść:|-Sen na 1k4 godzin|-Paraliż na 2k6 rund|-Śmierć
11ft,,"3,3m"
Spy|Level,,Poziom|Szpiega
TRAP SENSE,,WYCZUCIE PUŁAPEK
"Armour, Shield, Protective Items",,"Zbroja, Tarcza, Przedmioty Ochronne"
"Damage bonus to all attacks made on your turn,|provided you move at least 10ft during your turn.",,"Premia do obrażeń dla wszystkich ataków w twojej turze,|o ile ruszyłeś cię co najmniej o 3m."
Temp CMD,,Tymczasowe OMB
Deafened,,Głuchota
Heal,,Leczenie
Invocation Save DC = 10 + CHA + Equivalent Spell Level,,ST Rz. Obr. = 10 + CHA + Poziom Odpowiadającego Czaru
Weapon|Training,,Szkolenie|w Broni
Components / Focus,,Komponenty
Staggered,,Zataczający się
Region,,Region
Notes,,Notatki
Patron,,Opiekun
Haste,,Przyspieszenie
Total Weight,,Całkowity Ciężar
Inflict Moderate Damage,,Zadawanie Średnich Obrażeń
Craft (painting),,Rzemiosło (malarstwo)
TURN UNDEAD,,ODPĘDZANIE NIEUMARŁYCH
to ignore 10ft of falling damage,,Aby zignorować 3m obrażeń od upadku
Greater Vital Strike,,Potężniejsze Witalne Uderzenie
Total City|Population,,Całkowita Populacja|Miasta
xp,,pd
Resolved,,Zdecydowany
FRIENDLY,,PRZYJACIELSKI
Temp Damage|Bonus,,Tymczasowa premia|do Obrażeń
Druid|Level,,Poziom|Druida
From level 19:,,Od 19. poziomu:
Bonus against charm and compulsion effects,,Premia przeciwko urokom i efektom przymusu
Improved Vital Strike,,Doskonalsze Witalne Uderzenie
Monk|Level,,Poziom|Mnicha
Good Cleric,,Dobry Kapłan
Cunning Knowledge,,Przebiegła Wiedza
Iron will,,Żelazna wola
AURA OF JUSTICE,,AURA SPRAWIEDLIWOŚCI
2ft,,"0,6m"
Use dimension door once per day,,Może użyc Drzwi Poprzez Wymiary raz na dzień
"Bonus to Initiative, Knowledge (dungeoneering),|Perception, Stealth and Survival checks|while underground",,"Premia do Inicjatywy, Wiedzy (lochoznastwo),|Percepcji, Ukrywania się i Sztuki przetrwania| w podziemiach"
Your starting languages,,Twoje początkowe języki
Crippling Critical,,Okaleczający Krytyk
Change shape as a move action.,,Zmienia kształt jako akcję ruchu
Craft (masonry),,Rzemiosło (murarstwo)
"Bluff, Intimidate",,"Blefowanie, Zastraszanie"
Spell Save DC = 10 + CHA + Spell Level,,ST Rz. Obr. = 10 + CHA + Poziom Czaru
dice,,kość
Item value,,Wartość Przedmiotu
Misc|Modifier,,Inne|Modyfikatory
Max Weight,,Maksymalny Ciężar
Arms / Wrists,,Ręce / Nadgarstki
Silver,,Srebro
INQUISITOR,,INKWIZYTOR
Max|Ranks,,Maksymalna|Liczba Rang
Heavy,,Ciężkie
Base|Attack Bonus,,Bazowa|Premia do Ataku
Shaman|Level,,Poziomy|Szamana
SHIELD,,TARCZA
Race (including subtypes or customisations),,Rasa (włączając podtypy lub dostosowania)
Stable,,Stabilny
Spell immunity,,Odporność na czary
TREASURY,,SKARBIEC
INIT,,INIC
"Distraction, Ridiculous attire",,"Rozpraszanie, Śmieszny Strój"
MAGIC ITEMS,,MAGICZNE PRZEDMIOTY
Light Load,,Lekkie Obciążenie
Rank / Position,,Ranga / Pozycja
Counter magical effects that depend on sight.|Allies within 30ft use Performance roll in place of a saving throw,,Niweluje magiczne efekty oparte na wzroku.|Sprzymierzeńcy w zasięgu 9m rzucają na Występy zamiast normalnych rzutów obronnych.
DRAGON SHAMAN,,SMOCZY SZAMAN
Perform (string),,Występy (instr. strunowe)
Other:,,Inne:
Gorgon’s Fist,,Pięść Gorgony
Ability Modifier = (Total Ability Score - 10) ÷ 2,,Modyfikator Atrybutu = (Wartość Atrybutu - 10) / 2
Uncanny dodge,,Nieświadomy unik
Ride,,Jeździectwo
Exorcism,,EGZORCYZM
Survival|Bonus,,Premia ze|Sztuki Przetrwania
Evasion,,Uchylanie
Kingdom’s|Income,,Przychody|Królestwa
Motivations,,Motywacje
Snatch Arrows,,Chwytanie Strzał
Max Load,,Maksymalne Obciążenie
3ft,,"0,9m"
Power Attack,,Potężny Atak
BREATH WEAPON,,ODDECH
FLAWLESS STRIDE,,BEZBŁĘDNY KROK
Carried Items,,Przechowywane Przedmioty
Cunning Defence,,Przebiegła Obrona
per,,na
Intended progression,,Zamierzony rozwój
Catch off-guard,,Co popadnie
Swashbuckler|Level,,Poziom|Awanturnika
Improved Precise Shot,,Doskonalszy Precyzyjny Strzał
Sneak Attack,,Podstępny Atak
CMB,,PMB
Forgery,,Fałszerstwo
Disable|Device,,Unieszkodliwianie|Mechanizmów
From Level 4,,Od 4 poziomu
Craft (blacksmithing),,Rzemiosło (kowalstwo)
