Original,Part of,Translation
Windlord,Windlord|Second domain,Windlord
Second domain,Windlord|Second domain,Second domain
Blindsight 30ft,"Blindsight 30ft| • Can see through invisibility, concealment and evenmagical darkness| • Cannot see colours, cannot read invisible writing| • Does not work while deafened| • Works underwater but not in a vacuum",Blindsight 30ft
"• Can see through invisibility, concealment and evenmagical darkness| • Cannot see colours, cannot read invisible writing| • Does not work while deafened| • Works underwater but not in a vacuum","Blindsight 30ft| • Can see through invisibility, concealment and evenmagical darkness| • Cannot see colours, cannot read invisible writing| • Does not work while deafened| • Works underwater but not in a vacuum","• Can see through invisibility, concealment and evenmagical darkness| • Cannot see colours, cannot read invisible writing| • Does not work while deafened| • Works underwater but not in a vacuum"
Spire Walker,"Spire Walker|Endure cold, immune to altitude sickness,|keep dexterity bonus when climbing",Spire Walker
"Endure cold, immune to altitude sickness,|keep dexterity bonus when climbing","Spire Walker|Endure cold, immune to altitude sickness,|keep dexterity bonus when climbing","Endure cold, immune to altitude sickness,|keep dexterity bonus when climbing"
Manyshot,"Manyshot    When making a full-round attack, your first attack has two arrows",Manyshot
"When making a full-round attack, your first attack has two arrows","Manyshot    When making a full-round attack, your first attack has two arrows","When making a full-round attack, your first attack has two arrows"
FORTUNE,FORTUNE|PER DAY,FORTUNE
PER DAY,FORTUNE|PER DAY,PER DAY
SAVE,SAVE DC,SAVE
DC,SAVE DC,DC
ft,30 ft,ft
No action this round|Lose,No action this round|Lose DEX bonus to AC; -2 AC,No action this round|Lose
DEX,No action this round|Lose DEX bonus to AC; -2 AC,DEX
bonus to,No action this round|Lose DEX bonus to AC; -2 AC,bonus to
bonus to AC; -2,No action this round|Lose DEX bonus to AC; -2 AC,bonus to AC; -2
AC,No action this round|Lose DEX bonus to AC; -2 AC,AC
Mounted Skirmisher,Mounted Skirmisher    Move and make a full-round set of attacks,Mounted Skirmisher
Move and make a full-round set of attacks,Mounted Skirmisher    Move and make a full-round set of attacks,Move and make a full-round set of attacks
FIREARM,FIREARM|BONUS,FIREARM
BONUS,FIREARM|BONUS,BONUS
BLEED,BLEED|DAMAGE,BLEED
DAMAGE,BLEED|DAMAGE,DAMAGE
GRAPPLE,GRAPPLE BONUS,GRAPPLE
BONUS,GRAPPLE BONUS,BONUS
BONUS,BONUS|FEATS,BONUS
FEATS,BONUS|FEATS,FEATS
SUMMON SPELL,SUMMON SPELL|LEVEL,SUMMON SPELL
LEVEL,SUMMON SPELL|LEVEL,LEVEL
MIGHTY,MIGHTY BLOODRAGE!,MIGHTY
BLOODRAGE!,MIGHTY BLOODRAGE!,BLOODRAGE!
Grants,Grants +4 to Acrobatics,Grants
to Acrobatics,Grants +4 to Acrobatics,to Acrobatics
1d2,1d2 → 1d3 → 1d4 → 1d6 → 1d8 → 2d6 → 3d6 → 4d6 → 6d6 → 8d6 → 12d6,1d2
1d3,1d2 → 1d3 → 1d4 → 1d6 → 1d8 → 2d6 → 3d6 → 4d6 → 6d6 → 8d6 → 12d6,1d3
1d4,1d2 → 1d3 → 1d4 → 1d6 → 1d8 → 2d6 → 3d6 → 4d6 → 6d6 → 8d6 → 12d6,1d4
1d6,1d2 → 1d3 → 1d4 → 1d6 → 1d8 → 2d6 → 3d6 → 4d6 → 6d6 → 8d6 → 12d6,1d6
1d8,1d2 → 1d3 → 1d4 → 1d6 → 1d8 → 2d6 → 3d6 → 4d6 → 6d6 → 8d6 → 12d6,1d8
2d6,1d2 → 1d3 → 1d4 → 1d6 → 1d8 → 2d6 → 3d6 → 4d6 → 6d6 → 8d6 → 12d6,2d6
3d6,1d2 → 1d3 → 1d4 → 1d6 → 1d8 → 2d6 → 3d6 → 4d6 → 6d6 → 8d6 → 12d6,3d6
4d6,1d2 → 1d3 → 1d4 → 1d6 → 1d8 → 2d6 → 3d6 → 4d6 → 6d6 → 8d6 → 12d6,4d6
6d6,1d2 → 1d3 → 1d4 → 1d6 → 1d8 → 2d6 → 3d6 → 4d6 → 6d6 → 8d6 → 12d6,6d6
8d6,1d2 → 1d3 → 1d4 → 1d6 → 1d8 → 2d6 → 3d6 → 4d6 → 6d6 → 8d6 → 12d6,8d6
12d6,1d2 → 1d3 → 1d4 → 1d6 → 1d8 → 2d6 → 3d6 → 4d6 → 6d6 → 8d6 → 12d6,12d6
RAGE!,RAGE! POWERS |KNOWN,RAGE!
POWERS,RAGE! POWERS |KNOWN,POWERS
KNOWN,RAGE! POWERS |KNOWN,KNOWN
sq,8 sq,sq
WILD EMPATHY,WILD EMPATHY BONUS,WILD EMPATHY
BONUS,WILD EMPATHY BONUS,BONUS
"economy,","+2 economy, -2 loyalty","economy,"
loyalty,"+2 economy, -2 loyalty",loyalty
CMB,+1 CMB and CMD for selected combat manoeuvres,CMB
and,+1 CMB and CMD for selected combat manoeuvres,and
CMD,+1 CMB and CMD for selected combat manoeuvres,CMD
for selected combat manoeuvres,+1 CMB and CMD for selected combat manoeuvres,for selected combat maneuvers
A Thousand Faces,A Thousand Faces|Change appearance at will,A Thousand Faces
Change appearance at will,A Thousand Faces|Change appearance at will,Change appearance at will
Bonus to attack rolls and dodge bonus to,Bonus to attack rolls and dodge bonus to AC|when fighting larger creatures,Bonus to attack rolls and dodge bonus to
AC,Bonus to attack rolls and dodge bonus to AC|when fighting larger creatures,AC
when fighting larger creatures,Bonus to attack rolls and dodge bonus to AC|when fighting larger creatures,when fighting larger creatures.
Damage,Damage +1d6,Damage
+1d6,Damage +1d6,+1d6
Treated as one size larger when determining,Treated as one size larger when determining CMB and |CMD for grappling or being grappled.,Treated as one size larger when determining
CMB,Treated as one size larger when determining CMB and |CMD for grappling or being grappled.,CMB
and,Treated as one size larger when determining CMB and |CMD for grappling or being grappled.,and
CMD,Treated as one size larger when determining CMB and |CMD for grappling or being grappled.,CMD
for grappling or being grappled.,Treated as one size larger when determining CMB and |CMD for grappling or being grappled.,for grappling or being grappled.
= 1d8 +,= 1d8 + (,= 1d8 +
Ally may re-roll attack or save -,Ally may re-roll attack or save - 2 ki points,Ally may re-roll attack or save -
2 ki points,Ally may re-roll attack or save - 2 ki points,2 ki points
WITHDRAW,"WITHDRAW    Gain 2000gp per bp. Increase unrest by 1, then make a loyalty check",WITHDRAW
"Gain 2000gp per bp. Increase unrest by 1, then make a loyalty check","WITHDRAW    Gain 2000gp per bp. Increase unrest by 1, then make a loyalty check","Gain 2000gp per bp. Increase unrest by 1, then make a loyalty check"
UNDEAD,UNDEAD|HEALING,UNDEAD
HEALING,UNDEAD|HEALING,HEALING
Firearm attacks target the enemy’s touch,Firearm attacks target the enemy’s touch AC in the first two |range increments. This stacks with similar effects.,Firearm attacks target the enemy’s touch
AC,Firearm attacks target the enemy’s touch AC in the first two |range increments. This stacks with similar effects.,AC
in the first two |range increments. This stacks with similar effects.,Firearm attacks target the enemy’s touch AC in the first two |range increments. This stacks with similar effects.,in the first two |range increments. This stacks with similar effects.
ENERGY,ENERGY|RESISTANCE,ENERGY
RESISTANCE,ENERGY|RESISTANCE,RESISTANCE
Damage Reduction 3/,Damage Reduction 3/―,Damage Reduction 3/
Use,Use WIS in place of STR/DEX for monk weapons,Use
WIS,Use WIS in place of STR/DEX for monk weapons,WIS
in place of,Use WIS in place of STR/DEX for monk weapons,in place of
STR,Use WIS in place of STR/DEX for monk weapons,STR
DEX,Use WIS in place of STR/DEX for monk weapons,DEX
for monk weapons,Use WIS in place of STR/DEX for monk weapons,for monk weapons
Dodge bonus to,Dodge bonus to AC,Dodge bonus to
AC,Dodge bonus to AC,AC
"As a swift action once a day, create a 20ft-radius aura of|luck allowing yourself and all allies to take the better of two|rolls for attacks and saving throws.|Aura lasts","As a swift action once a day, create a 20ft-radius aura of|luck allowing yourself and all allies to take the better of two|rolls for attacks and saving throws.|Aura lasts 1 round for every 2 ki points spent","As a swift action once a day, create a 20ft-radius aura of|luck allowing yourself and all allies to take the better of two|rolls for attacks and saving throws.|Aura lasts"
1 round,"As a swift action once a day, create a 20ft-radius aura of|luck allowing yourself and all allies to take the better of two|rolls for attacks and saving throws.|Aura lasts 1 round for every 2 ki points spent",1 round
for every,"As a swift action once a day, create a 20ft-radius aura of|luck allowing yourself and all allies to take the better of two|rolls for attacks and saving throws.|Aura lasts 1 round for every 2 ki points spent",for every
2 ki points,"As a swift action once a day, create a 20ft-radius aura of|luck allowing yourself and all allies to take the better of two|rolls for attacks and saving throws.|Aura lasts 1 round for every 2 ki points spent",2 ki points
spent,"As a swift action once a day, create a 20ft-radius aura of|luck allowing yourself and all allies to take the better of two|rolls for attacks and saving throws.|Aura lasts 1 round for every 2 ki points spent",spent
Grants,Grants +8 to Acrobatics,Grants
to Acrobatics,Grants +8 to Acrobatics,to Acrobatics
"30ft cone of fire, deals 2d6 damage -","30ft cone of fire, deals 2d6 damage - 4 ki points","30ft cone of fire, deals 2d6 damage -"
4 ki points,"30ft cone of fire, deals 2d6 damage - 4 ki points",4 ki points
TAKE 10,TAKE 10|PER DAY,TAKE 10
PER DAY,TAKE 10|PER DAY,PER DAY
ESSENTIA|CAPACITY,ESSENTIA|CAPACITY|PER SOULMELD,ESSENTIA|CAPACITY
PER SOULMELD,ESSENTIA|CAPACITY|PER SOULMELD,PER SOULMELD
Paired Opportunists,Paired Opportunists    When adjacent,Paired Opportunists
When adjacent,Paired Opportunists    When adjacent,When adjacent
IMMUNE TO,IMMUNE TO|EXHAUSTION,IMMUNE TO
EXHAUSTION,IMMUNE TO|EXHAUSTION,EXHAUSTION
Improved Two-weapon Fighting,Improved Two-weapon Fighting    Second attack with your off-hand weapon,Improved Two-weapon Fighting
Second attack with your off-hand weapon,Improved Two-weapon Fighting    Second attack with your off-hand weapon,Second attack with your off-hand weapon
Spell-Like Abilities,Spell-Like Abilities (If INT or WIS is 8 or higher),Spell-Like Abilities
(If,Spell-Like Abilities (If INT or WIS is 8 or higher),(If
INT,Spell-Like Abilities (If INT or WIS is 8 or higher),INT
or,Spell-Like Abilities (If INT or WIS is 8 or higher),or
WIS,Spell-Like Abilities (If INT or WIS is 8 or higher),WIS
is 8 or higher),Spell-Like Abilities (If INT or WIS is 8 or higher),is 8 or higher)
Slow Fall,Slow Fall 80 ft,Slow Fall
80 ft,Slow Fall 80 ft,80 ft
AC,-2 AC   -8 AC against yourself,AC
against yourself,-2 AC   -8 AC against yourself,against yourself
AC,-2 AC   -4 AC against yourself,AC
against yourself,-2 AC   -4 AC against yourself,against yourself
Shielded Caster,Shielded Caster    +4 to concentration checks,Shielded Caster
to concentration checks,Shielded Caster    +4 to concentration checks,to concentration checks
FRIGHTENED,FRIGHTENED|PER DAY,FRIGHTENED
PER DAY,FRIGHTENED|PER DAY,PER DAY
PROHIBITED,PROHIBITED SCHOOLS,PROHIBITED
SCHOOLS,PROHIBITED SCHOOLS,SCHOOLS
Timidity,Timidity ― Penalty applies to damage rolls.,Timidity
― Penalty applies to damage rolls.,Timidity ― Penalty applies to damage rolls.,― Penalty applies to damage rolls.
= 1d4,= 1d4 +,= 1d4
SECOND CHANCES,SECOND CHANCES|PER DAY,SECOND CHANCES
PER DAY,SECOND CHANCES|PER DAY,PER DAY
WISDOM|CHECK,WISDOM|CHECK DC,WISDOM|CHECK
DC,WISDOM|CHECK DC,DC
AUGMENTS,AUGMENTS|AT ONCE,AUGMENTS
AT ONCE,AUGMENTS|AT ONCE,AT ONCE
STOLEN SPELL,STOLEN SPELL|CAPACITY,STOLEN SPELL
CAPACITY,STOLEN SPELL|CAPACITY,CAPACITY
+1 Saving Throws|Damage Reduction 1/,+1 Saving Throws|Damage Reduction 1/―|+1 Armour Class|+1 Attack Rolls|+1 Damage|+1 Initiative,+1 Saving Throws|Damage Reduction 1/
+1 Armour Class|+1 Attack Rolls|+1 Damage|+1 Initiative,+1 Saving Throws|Damage Reduction 1/―|+1 Armour Class|+1 Attack Rolls|+1 Damage|+1 Initiative,+1 Armor Class|+1 Attack Rolls|+1 Damage|+1 Initiative
Cryptic|Level,Cryptic|Level ÷ 2,Cryptic|Level
"Protect self against spirits, casting time","Protect self against spirits, casting time 10 mins","Protect self against spirits, casting time"
10 mins,"Protect self against spirits, casting time 10 mins",10 mins
Intelligence,"Intelligence – If vacant, -4 economy and +1 unrest at upkeep",Intelligence
"– If vacant,","Intelligence – If vacant, -4 economy and +1 unrest at upkeep","– If vacant,"
economy and,"Intelligence – If vacant, -4 economy and +1 unrest at upkeep",economy and
unrest at upkeep,"Intelligence – If vacant, -4 economy and +1 unrest at upkeep",unrest at upkeep
Shake It Off,Shake It Off     +1 to all saving throws per adjacent ally,Shake It Off
to all saving throws per adjacent ally,Shake It Off     +1 to all saving throws per adjacent ally,to all saving throws per adjacent ally
DISAPPEARING ACT,DISAPPEARING ACT|HIDDEN ALLIES,DISAPPEARING ACT
HIDDEN ALLIES,DISAPPEARING ACT|HIDDEN ALLIES,HIDDEN ALLIES
IMTIMIDATE,IMTIMIDATE|BONUS,IMTIMIDATE
BONUS,IMTIMIDATE|BONUS,BONUS
TRUESPEAK,TRUESPEAK|SKILL DC,TRUESPEAK
SKILL DC,TRUESPEAK|SKILL DC,SKILL DC
"When moving out of a threatened square, expend psionic focus to add","When moving out of a threatened square, expend psionic focus to add WIS to Acrobatics rolls to evade attacks|of opportunity. Move at full speed without increasing Acrobatic rolls.","When moving out of a threatened square, expend psionic focus to add"
WIS,"When moving out of a threatened square, expend psionic focus to add WIS to Acrobatics rolls to evade attacks|of opportunity. Move at full speed without increasing Acrobatic rolls.",WIS
to Acrobatics rolls to evade attacks|of opportunity. Move at full speed without increasing Acrobatic rolls.,"When moving out of a threatened square, expend psionic focus to add WIS to Acrobatics rolls to evade attacks|of opportunity. Move at full speed without increasing Acrobatic rolls.",to Acrobatics rolls to evade attacks|of opportunity. Move at full speed without increasing Acrobatic rolls.
KNOWLEDGE,KNOWLEDGE BONUS,KNOWLEDGE
BONUS,KNOWLEDGE BONUS,BONUS
INT,+ INT| per level,INT
per level,+ INT| per level,per level
Trick Riding,Trick Riding  Ignore Ride checks of DC 15; no penalty for riding bareback; use Mounted Combat twice,Trick Riding
Ignore Ride checks of,Trick Riding  Ignore Ride checks of DC 15; no penalty for riding bareback; use Mounted Combat twice,Ignore Ride checks of
DC,Trick Riding  Ignore Ride checks of DC 15; no penalty for riding bareback; use Mounted Combat twice,DC
15; no penalty for riding bareback; use Mounted Combat twice,Trick Riding  Ignore Ride checks of DC 15; no penalty for riding bareback; use Mounted Combat twice,15; no penalty for riding bareback; use Mounted Combat twice
EXTRA,EXTRA|RAGE!,EXTRA
RAGE!,EXTRA|RAGE!,RAGE!
Penalty to,"Penalty to AC, and an extra AC penalty against yourself.",Penalty to
AC,"Penalty to AC, and an extra AC penalty against yourself.",AC
", and an extra","Penalty to AC, and an extra AC penalty against yourself.",", and an extra"
penalty against yourself.,"Penalty to AC, and an extra AC penalty against yourself.",penalty against yourself.
TEAMWORK,TEAMWORK|FEATS,TEAMWORK
FEATS,TEAMWORK|FEATS,FEATS
Masterwork,Masterwork     Doesn’t stack with magic bonus,Masterwork
Doesn’t stack with magic bonus,Masterwork     Doesn’t stack with magic bonus,Doesn’t stack with magic bonus
"As a swift action, make a wisdom check (above). If successful, gain","As a swift action, make a wisdom check (above). If successful, gain +2 to attack |until the end of your turn, and ignore damage reduction and hardness.|Alternatively, add half your level to Sense Motive, Reflex saves and a dodge bonus to AC until your next turn.","As a swift action, make a wisdom check (above). If successful, gain"
"to attack |until the end of your turn, and ignore damage reduction and hardness.|Alternatively, add half your level to Sense Motive, Reflex saves and a dodge bonus to","As a swift action, make a wisdom check (above). If successful, gain +2 to attack |until the end of your turn, and ignore damage reduction and hardness.|Alternatively, add half your level to Sense Motive, Reflex saves and a dodge bonus to AC until your next turn.","to attack |until the end of your turn, and ignore damage reduction and hardness.|Alternatively, add half your level to Sense Motive, Reflex saves, and a dodge bonus to"
AC,"As a swift action, make a wisdom check (above). If successful, gain +2 to attack |until the end of your turn, and ignore damage reduction and hardness.|Alternatively, add half your level to Sense Motive, Reflex saves and a dodge bonus to AC until your next turn.",AC
until your next turn.,"As a swift action, make a wisdom check (above). If successful, gain +2 to attack |until the end of your turn, and ignore damage reduction and hardness.|Alternatively, add half your level to Sense Motive, Reflex saves and a dodge bonus to AC until your next turn.",until your next turn.
Charge,Charge  -2 to AC for the rest of the round,Charge
to,Charge  -2 to AC for the rest of the round,to
AC,Charge  -2 to AC for the rest of the round,AC
for the rest of the round,Charge  -2 to AC for the rest of the round,for the rest of the round
"loyalty,","+4 loyalty, +8bp consumption","loyalty,"
+8bp,"+4 loyalty, +8bp consumption",+8bp
consumption,"+4 loyalty, +8bp consumption",consumption
