Original,Part of,Translation
WILL,WILL SAVE,VOLONTÀ
SAVE,WILL SAVE,SALVEZZA
CHANNEL,CHANNEL|PER DAY,INCANALARE
PER DAY,CHANNEL|PER DAY,AL GIORNO
A Thousand Faces,A Thousand Faces|Change appearance at will,Mille Volti
Change appearance at will,A Thousand Faces|Change appearance at will,Cambia aspetto a volontà
-1 hp,"Restore life to -1 hp, within 1 round of death",-1 pf
", within","Restore life to -1 hp, within 1 round of death",", entro"
1 round,"Restore life to -1 hp, within 1 round of death",1 round
BOMBS,BOMBS|PER DAY,BOMBE
PER DAY,BOMBS|PER DAY,al GIORNO
FEAT SHARING,FEAT SHARING|PER DAY,CONDIVIS. TALENTO
PER DAY,FEAT SHARING|PER DAY,al GIORNO
RAGE!,RAGE! 1/day,IRA!
1/day,RAGE! 1/day,1/gg
Become any small or medium animal,Wild Shape|Become any small or medium animal,Trasformazione in un animale piccolo o medio
TOUCH,TOUCH ARMOUR CLASS,A CONTATTO
ARMOUR CLASS,TOUCH ARMOUR CLASS,CLASSE ARMATURA
SMITING DAMAGE,SMITING DAMAGE|BONUS,DANNO DI PUNIRE
BONUS,SMITING DAMAGE|BONUS,BONUS
Disorientation,Disorientation ― Penelty applies to attack rolls.,Disorientamento
― Penelty applies to attack rolls.,Disorientation ― Penelty applies to attack rolls.,La penalità si applica ai tiri per colpire.
Slow Fall,Slow Fall 40 ft,Caduta lenta
40 ft,Slow Fall 40 ft,12 m
Chaotic:,Chaotic: +2 Loyalty,Caotico: 
Loyalty,Chaotic: +2 Loyalty,Lealtà
KI POWER,KI POWER |PER DAY,FORZA KI
PER DAY,KI POWER |PER DAY,AL GIORNO
Switch places with an ally,Swap Places    Switch places with an ally,Cambia posto con un alleato
FORM,FORM|INFUSION DC,FORMA
INFUSION DC,FORM|INFUSION DC,CD INFUSIONE
BLOODRAGE!,BLOODRAGE!  DURATION|PER DAY,IRA DI SANGUE
DURATION,BLOODRAGE!  DURATION|PER DAY,DURATA
PER DAY,BLOODRAGE!  DURATION|PER DAY,AL GIORNO
POINT COST,POINT COSTADJUSTMENT,COSTO PUNTI
ADJUSTMENT,POINT COSTADJUSTMENT,VARIAZIONE
Double Slice,Double Slice    No damage penalty,Doppio Taglio
No damage penalty,Double Slice    No damage penalty,Nessuna penalità ai danni
MAX BURN,MAX BURN|PER ROUND,SOVR. MAX
PER ROUND,MAX BURN|PER ROUND,PER ROUND
No action for 1d6 rounds|Lose,No action for 1d6 rounds|Lose DEX bonus to AC; -2 AC,Nessuna azione per 1d6 round
DEX,No action for 1d6 rounds|Lose DEX bonus to AC; -2 AC,Perde il bonus 
bonus to,No action for 1d6 rounds|Lose DEX bonus to AC; -2 AC,DES
AC,No action for 1d6 rounds|Lose DEX bonus to AC; -2 AC,alla CA
Damage Reduction 3/,Damage Reduction 3/―,Riduzione del Danno 3/
WEAPON,WEAPON BONUSES,ARMI
BONUSES,WEAPON BONUSES,BONUS 
ARCANA,ARCANA|KNOWN,SEGRETI
KNOWN,ARCANA|KNOWN,CONOSCIUTI
SNEAK ATTACK,SNEAK ATTACK|BONUS,ATTACCO FURTIVO
BONUS,SNEAK ATTACK|BONUS,BONUS
MAX POINTS,MAX POINTS|POWER COST,MAX PUNTI
POWER COST,MAX POINTS|POWER COST,COSTO POTERE
UNDEAD,UNDEAD|HEALING,GUARIGIONE
HEALING,UNDEAD|HEALING,NON MORTI
DETECT MAGIC,DETECT MAGIC|PER DAY,INDIVIDUAZIONE DEL MAGICO
PER DAY,DETECT MAGIC|PER DAY,AL GIORNO
Improved Shield Bash,Improved Shield Bash    Use Shield Bash and keep your shield bonus to AC,Attacco con lo Scudo Migl.
Use Shield Bash and keep your shield bonus to,Improved Shield Bash    Use Shield Bash and keep your shield bonus to AC,Attacca con lo scudo
AC,Improved Shield Bash    Use Shield Bash and keep your shield bonus to AC,CA
INSPIRE GREATNESS,INSPIRE GREATNESS  MAX AFFECTED,ISPIRARE GRANDEZZA
MAX AFFECTED,INSPIRE GREATNESS  MAX AFFECTED,MAX INFLUENZATI
BASE ATTACK,BASE ATTACK BONUS,ATTACCO BASE
BONUS,BASE ATTACK BONUS,BONUS
Two-weapon fighting,Two-weapon fighting    Reduces penalty to:,Combattere con due armi
Reduces penalty to:,Two-weapon fighting    Reduces penalty to:,Riduce la penalità a:
INSPIRE HEROICS,INSPIRE HEROICS  MAX AFFECTED,ISPIRARE EROISMO
MAX AFFECTED,INSPIRE HEROICS  MAX AFFECTED,MAX INFLUENZATI
+ 10 to speed|unless wearing|heavy armour,"",+3m alla vel.|se non in|armatura pesante
BANNER,"",STENDARDO
Trap Sense +3,"",Percepire Trappole +3
3.5e,"",3.5e
Used Today,"",Usati Oggi
5/magic,"",5/magia
"On a miss, target is flat footed till its next turn","","Sbagliando il tiro, il bersaglio è impreparato fino al suo prossimo turno"
INSPIRE COMPETENCE,"",ISPIRARE COMPETENZA
Debit,"",Debito
Profession (scribe),"",Professione (scrivano)
Cleric|Level,"",Livello|da Chierico
Vampiric Touch,"",Tocco del Vampiro
BONDED WEAPON,"",ARMA LEGATA
Druid Level,"",Livello da Druido
Used,"",Usati
CHAOTIC,"",CAOTICO
Profession (herbalist),"",Professione (erborista)
"Always round down. If you have odd numbers in your ability scores,|there will be a chance to adjust the scores at later levels.","",Arrotonda sempre per difetto. Se hai numeri dispari nei tuoi punteggi di Abilità|ci sarà la possibilità di aggiustarli nei livelli superiori.
Ki Pool (lawful),"",Riserva Ki (Legale)
Settlement name,"",Nome dell'insediamento
Brachiation,"",Movimento Brachiale
2 × Shortsword,"",2 x Spada Corta
Base Value,"",Valore Base
GUN TRAINING,"",ADDESTRAMENTO ARMI da FUOCO
INFUSION,"",INFUSIONE
Spectal Hand,"",Mano Spettrale
MIND BLADE ENHANCEMENT,"",POTENZIAMENTO LAMA MENTALE
STEAL ENERGY RESISTANCE,"",RUBARE RESISTENZA ALL'ENERGIA
Soulknife|Level,"",Livello da|Soulknife
Summon monster II,"",Evoca Mostri II
MEDIUM RANGE,"",RAGGIO MEDIO
"Diplomacy, Handle Animal","","Diplomazia, Addestrare Animali"
Knowledge Focus,"",Bonus Conoscenza
Perform (dance),"",Intrattenere (Ballo)
Dual light weapons,"",Arma leggera doppia
Trade sneak attack dice for ability score damage,"",Sacrifica dadi attacco furtivo per danno alle caratteristiche
Trapfinding,"",Individuare Trappole
Spell resistance,"",Resistenza Inc.
Weaken spirits,"",Indebolire Spiriti
Darkvision 60ft.,"",Scurovisione 18m
Craft (sculptures),"",Artigianato (scultura)
From level 7:,"",Dal livello 7:
+10 to move at full speed,"",+3 m al movimento a velocità piena
Buffs,"",Bonus
ROGUE TALENTS,"",DOTI DA LADRO
Max Spell Level,"",Livello Inc. Max
DR 5/— when wearing armour or using a shield,"",DR 5/—  indossando un armtura o usando un scudo
Improved initiative,"",Iniziativa Migliorata
Add 1d6 to any skill check,"",Aggiungi 1d6 a ogni prova di abilità
Friendly,"",Amico
CHARGE,"",CARICA
Belts,"",Cinture
Twin eidolon,"",Doppio Eidolon
Craft (armour),"",Artigianato (fabbricare armature)
ROGUE’S EDGE,"",VANTAGGIO DEL LADRO
Sundry,"",Altri
Acid Fog,"",Nebbia Acida
BARD,"",BARDO
Fire blast,"",Infuocata
Imprison Soul,"",Imprigionare l'Anima
Greater ),"",Superiore )
Your weapon and armour proficiencies,"",Le tue competenze nelle Armi e nelle Armature
Calculate your six ability modifiers,"",Calcola i tuoi 6 modificatori abilità
No Trace,"",Nessuna Traccia
WHOLENESS OF BODY,"",INTEGRITÀ DEL CORPO
Components,"",Componenti
A successful strike with smite evil|bypasses damage reduction.,"",Un attacco rtiuscito con punire il male|oltrepassa la Riduzione del Danno
Any other racial abilities,"",Ogni altro privilegio raziale
No age penalties or artificial aging,"",No penalità di invecchiamento o invecchiamento artificiale
Hit|Die,"",Dado|Vita
Metacreativity,"",Metacreatività
to negate,"",per negare
Death Ward,"",Interdizione alla Morte
Cash,"",Contanti
Bonus Spell,"",Incantesimo Bonus
Ki cost,"",Costo Ki
Knowledge (dungeoneering),"",Conoscenze (Dungeon)
Improved Grapple,"",Lottare migliorato
"Gain +1 to Disguise, Intimidate and Stealth","","Guadagna +1 a Camuffare, Intimidire e Furtività"
Subtype,"",Sottotipo
"Optionally, fix it with glue","","Facoltativamente, fissare con della colla"
Ability score upgrades,"",Avanzamenti punteggi di Abilità
Apply poison as move action,"",Applica veleno come azione di movimento
FAVOURED TERRAIN BONUS,"",BONUS AMBIENTE PRESCELTO
Mass Inflict Serious Wounds,"",Infliggi Ferite Gravi di massa
Enter the spirit world,"",Entra nel mondo degli Spiriti
Quick reconnoiter,"",Ricognizione Rapida
Unarmed Strike,"",Colpo senz'armi
Sickening Critical,"",Critico Debilitante
Add 1d6 to one attack roll,"",Aggiungi 1D6 a un tiro per colpire
Chest,"",Petto
"Bonus only applied when unarmoured,|unencumbered and not helpless","",il Bonus si applica solo se si è senza|armatura e non si è ingombrati o indifesi
PSION,"",PSION
WILD TALENTS,"",TALENTI SELVATICI
/  Town,"",/ Città
TACTICIAN,"",TATTICO
Apply the Inspiration bonus to any skill check.,"",Applica il bonus di Ispirazione a ogni prova di abilità.
4 burn,"",4 sovr.
Quirks,"",Tratti particolari
LOY,"",LEA
Temp|Score,"",Punteggio|Temp
FAVOURED TERRAINS,"",AMBIENTI PRESCELTI
Burrow,"",Scavare
10 mins,"",10 min
CON|Increase,"",COS|Aumento
CHASTISE SPIRITS,"",CASTIGARE SPIRITI
Base,"",Base
+4 Swim and jump,"",+4 Nuotare e saltare
Class abilities,"",Abilità di classe
Arcane Sight,"",Vista Arcana
BARBARIAN,"",BARBARO
From Level 14:,"",Dal livello 14:
Enhancement,"",Potenziamento
Barbarian,"",Barbaro
Shout,"",Grido
40ft,"",12 m
Bear’s Endurance,"",Resistenza dell'Orso
Credit,"",Credito
Distance,"",Distanza
Gust of Wind,"",Folata di Vento
30ft,"",9 m
Smite Used Today,"",Punire Usati Oggi
BASIC DAMAGE,"",DANNO BASE
Challenges|Today,"",Sfide|Oggi
(SAMURAI),"",(SAMURAI)
Bleeding Critical,"",Critico Sanguinante
Bards can use all knowledge skills untrained,"",I bardi possono usare tutte le Conoscenze senza addestramento.
Ki Pool (magic),"",Riserva Ki (Magica)
STABILITY,"",STABILITÀ
From Level 3,"",Dal livello 3:
120ft,"",40m
Vigilante|Level,"",Vigilante|Livello
Racial,"",Razziale
Knowledge: Nature,"",Conoscenze: Natura
30ft. Cone or|60ft. Line,"",Cono di 9m o|Linea di 18m
Speak with any living creature,"",Parlare con ogni creatura vivente
+8 Swim and jump,"",+2 Nuotare e saltare
UNSTOPPABLE,"",INARRESTABILE
"Roll a hit die (unless this is your first level, in which case you get the|maximum you could have rolled) and add your constitution modifier.","","Tira il dado vita (a meno che non sia il tuo primo livello, in qual caso|ottieni il massimo possibile) e aggiungi il modificatore di costituzione."
Favoured|Enemy|Bonus,"",Bonus|Nemico|Presc.
Flawless stride,"",Andatura impeccabile
CLOSE RANGE,"",RAGGIO VICINO
(BARBARIAN),"",(BARBARO)
Rewards,"",Ricompense
"Manifest your mind blade as a free action, once per round.|(More often when using the Multiple Throw blade skill)","","Manifesta la lama mentale come azione gratuita, una volta| per round. (Di più se si usa l'abilità Tiro Multiplo)"
General,"",Generale
6d6,"",6d6
Lesser Orb of Sound,"",Globo di Fuoco Inferiore
Arcane Dilettante 6,"",Dilettante Arcano 6
CURE / INFLICT,"",CURA / INGLIGGI
• Nauseated,"",• Nauseato
Allies within 10ft get +4 to saves against charm effects.,"",Gli alleati entro 3m ottengono +4 ai TS contro charme.
"If rushed, take a -10 penalty","","Se affrettato, prende -10 di penalità"
"At the site of a person’s death, or a place precious to them|in life, call their spirit into your body.","","Sul luogo di morte di una persona, o in un luogo a loro caro|in vita, richiama il loro spirito nel tuo corpo."
MUNDANE POTIONS,"",POZIONI COMUNI
From level 10:,"",Dal livello 10:
PENALTY,"",PENALITA'
Summon monster VII,"",Evoca Mostri VII
Resilience,"",Resistenza
Towns,"",Città
Non-Monk|Levels,"",Livelli|non da Monaco
Binder|Level,"",Livello|da Binder
Light Steps,"",Passi Lievi
Treated as outsider,"",Trattato come Esterno
Feet,"",Piedi
Manoeuvre,"",Manovra
Evocation,"",Evocazione
Suggestion,"",Suggestione
"On critical hit, target is stunned (or staggered if they pass a Will save) for 1d4 rds.","","Se critico, il bersaglio è stordito (o barcollante se supera un TS su Volontà) per 1d4 round"
"Change shape as a full-round action,|given a fortitude save:","","Cambia forma con un'azione di round completo,|concesso un tiro salvezza sulla tempra"
All skills are considered class skills,"",Tutte le Abilità sono considerate Abilità di classe
Greater Fireburst,"",Esplosione di Fuoco Superiore
Nerfs,"",Penalità 
Slow Fall 30 ft,"",Caduta Lenta 9m
BOMBS,"",BOMBE
Jump,"",Saltare
REBUKING CHECK,"",TIRO INTIMORIRE
Wu Jen know all 0-level Wu Jen spells.,"",I Wu Jen conoscono tutti gli incantesimi da Wu Jen di livello 0.
x 2,"",x2
Improved swimming,"",Nuotare Migliorato
Damage|Taken,"",Danno|Subito
"Armour Enhancement, Greater","",Armatura Potenziata Superiore
Hear the unseen,"",Sentire l'Invisibile
HOSTILE,"",OSTILE
SURVIVAL,"",Sopravvivenza
Battle|Fortitude,"",Tempra da|Battaglia
FAMILIAR,"",FAMIGLIO
TRUE GRIT,"",VERA GRINTA
Create Greater Undead,"",Creare Non Morti Superiori
1 min,"",1 min
MOVE THROUGH ENEMY’S OWN SQUARE,"",Movimento attraverso lo spazio del nemico
SPELL LEVEL,"",LIVELLO INCANTESIMO
Shield of Faith,"",Scudo della Fede
Bonus Spells|INT,"",Inc. Bonus|INT
OCCULTIST,"",OCCULTISTA
You cannot summon a spirit which is currently undead.|You cannot summon the same spirit within 24 hours.,"",Non puoi evocare uno spirito attualmente non-morto.|Non puoi evocare lo stesso spirito entro 24 ore.
Dragon|Shaman|Level,"",Livello|Sciamano|Dragone
Nightmare,"",Incubo
Able to pass through walls and obstacles.,"",In grado di attraversare muri e ostacoli.
Burn,"",Sovr.
M’wk,"",Perf.
PSYCHIC STRIKE,"",COLPO PSICHICO
Empty Body,"",Corpo vuoto
TRAP|SENSE,"",PERCEPIRE|TRAPPOLE
From |Level 10:,"",Dal|Livello 10:
MAXIMISE,"",MASSIMIZZARE
1d10,"",1d10
Factotum|Level,"",Livello|da Factotum
Lesser Orb of Electricity,"",Globo di Elettricità Inferiore
Repair Critical Damage,"",Ripara Danni Critici
Defence,"",Difesa
Inspire Heroics,"",Ispirare Eroismo
-3 burn,"",-3 punti di Sovraccarico
Strength|Bonus,"",Bonus|Forza
ft.,"",m
(From level 4),"",(dal livello4)
AURA OF COURAGE,"",AURA DI CORAGGIO
1d6,"",1d6
Medusa’s Wrath,"",Collera della Medusa
Search,"",Cercare
Casting time,"",Tempo di Lancio
Damage Reduction,"",Riduzione del danno
Other skills:|Craft - INT|Perform - CHA,"",Altre abilità:|Artigianato - INT|Intrattenere - CAR
Vile Death,"",Morte Infame
Population,"",Popolazione
TELEPATHY,"",TELEPATIA
"Move 5ft immediately; +2 AC against triggering attackAlternatively, drop prone for +4 AC","","Muoversi di 1.5m come azione immediata;+2 a CA contro l'attacco|In alternativa, farsi cadere prono per avere +4 a CA"
Inspire Greatness,"",Ispirare Grandezza
One skill|rank,"",Un punto|abilità
mins,"",min
CURSE OF LYCANTHROPY,"",MALEDIZIONE DELLA LICANTROPIA
LAWFUL,"",LEGALE
Keep a broken gun from exploding on a misfire,"",Impedisce a un'arma inceppata di esplodere
A successful sneak attack can also deliver one of:| • Sleep for 1d4 hours     • Paralysed for 2d6 rounds     • Slain,"",Un attacco furtivo di succcesso pu causare uno dei seguenti effetti:|• Privo di sensi per 1d4 ore • Paralizzato per 2d6 rounds • Ucciso
Brawler’s Flurry,"",Raffica dell'Attaccabrighe
Power Points used today,"",Punti Potere usati oggi
Viceroy,"",Vicerè
Delayed Blast Fireball,"",Palla di Fuoco Ritardata
BONDED OBJECT,"",OGGETTO LEGATO
Improved Critical / Keen weapon / Keen magical effect,"",Critico Migliorato / Arma affilata / Affilata -effetto magico-
-2 attack   -6 to attack yourself,"",-2 attacco -6 attacchi contro te stesso
Profession (merchant),"",Professione (mercante)
Turning|Check,"",Scacciare|Prova
Treat kineticist level as 4 lower for 2nd and 3rd elements.,"",Conta il livello da cineta come ridotto di 4 per 2° e 3° elemento.
Avoid all damage on successful reflex save,"",Evita tutti i Danni con un TS su Riflessi riuscito
"FEATS, TRAITS AND|SPECIAL ABILITIES","","TALENTI, TRATTI E|ABILITÀ SPECIALI"
Hat / Mask,"",Cappello / Maschera
WOODLAND STRIDE,"",ANDATURA NEL BOSCO
Patron Spell,"",Incantesimi del Patrono
Collision,"",Collisione
Animal,"",Animale
Current Country,"",Paese attuale
KINETICIST,"",CINETA
Magic Stone,"",Pietra Magica
VOLATILE MIND,"",MENTE VOLUBILE
Use Magical Device,"",Usare Oggetti Magici
Temporary|Hit Points,"",Punti Ferita|Temporanei
"Move 5ft immediately when attacked, gaining a bonus to AC equal|to your CHA. This provokes attacks of opportunity.","","Muovi di 1,5 metri quando vieni attaccato, guadagnando così un bonus alla CA|pari al modificatore di Carisma. Provoca attacchi di opportunità da creature diverse|da quella che ha innescato questa gesta."
Int,"",Int
UTILITY,"",UTILITÀ
Code of Conduct,"",Codice di Condotta
Blade|Shape,"",Forma|Lama
Evasive,"",Elusivo
Manifester|Level Bonus,"",Bonus Livello|Manifestazione
HIGH JUMP,"",SALTO IN ALTO
Add any bonus or penalty from your race:,"",Aggiungi bonus e penalità della tua razza:
AC bonus provided you moved at least 10ft this turn.,"",Bonus CA con movimento di almeno 3m durante il turno
Starting point,"",Punto di partenza
Orb of Cold,"",Globo di Freddo
EVIL,"",MALVAGIO
CHARGES,"",CARICHE
Organisation,"",Organizzazione
Burn is only healed by a full night’s rest.,"",Il sovraccarico può essere curato solo con un'intera notte di riposo
(Round | down),"",(per difetto)
Gain skill unlock powers appropriate to your ranks in:,"",Ottieni i poteri della rivelazione delle tecniche adeguati ai tuoi gradi in:
Chain Lightning,"",Catena di Fulmini
WIS - 4,"",SAG - 4
+ Level,"",+ Livello
CONSUMPTION,"",CONSUMO
High Jump,"",Salto in Alto
Death Knell,"",Rintocco di Morte
Vorpal,"",Vorpal
+1 panache,"",+1 eleganza
Disable Construct,"",Disattivare Costrutto
Damage bonus,"",Danni Bonus
-2 attack   -8 to attack yourself,"",-2 attacco -8 attacchi contro te stesso
Trickster,"",Imbroglione
SUGGESTION,"",SUGGESTIONE
Expansionist,"",Espansionista
Effective|Level,"",Livello|Effettivo
Weapon,"",Arma
Fascinate,"",Affascinare
AC + INT (1 round),"",CA + INT (1 round)
CHA - 8,"",CAR - 8
WEAPON,"",ARMA
NEGATIVE ENERGY BURST,"",ESPLOSIONE DI ENERGIA NEGATIVA
Page,"",Pagina
sp,"",ma
Craft (weapons),"",Artigianato (fabbricare armi)
Uses today,"",Usi oggi
FASCINATE,"",AFFASCINARE
Energy resistance bonus,"",Bonus Resistenza all'energia
SPECIAL ABILITIES,"",ABILITÀ SPECIALI
Knowledge (planes),"",Conoscenze (Piani)
Inflict Light Damage,"",Infliggi Danni Leggeri
Assume ethereal state,"",Assume stato etereo
Mass Inflict Critical Wounds,"",Infliggi Ferite Critiche di massa
5-LEVEL|BONUS,"",BONUS|5-LIVELLI
Warlock Level,"",Livello da Warlock
Improved Trip,"",Sbilanciare migliorato
Mountebank|Level,"",Livello|da Mountebank
Spell Level,"",Livello Inc.
Weapons considered Good aligned for overcoming DR.,"",Armi considerate allineate al bene allo scopo di|superare la Riduzione del Danno.
Cold,"",Freddo
PRESTIGE CLASS,"",CLASSE DI PRESTIGIO
Arcane Dilettante 8,"",Dilettante Arcano 8
QUICKEN,"",VELOCIZZARE
Size|Modifier,"",Mod.|di Taglia
HIT|POINTS,"",PUNTI|FERITA
Debilitating Injury,"",Ferita Debilitante
INSTANT METAMAGIC,"",METAMAGIA ISTANTANEA
Level|Bonus,"",Livello|bonus
Study foe as a move action to increase attack and damage.,"",Studiare il nemico come azione di movimento per aumentare l'attacco e il danno
