Original,Part of,Translation
Allies within 10ft get +4 to saves against charm effects.,,Les alliés à moins de 3m reçoivent +4 de sauvegarde contre les charmes.
"As a standard action, drag others closer if they fail a Fortitude save.",,"Pour une action simple, attirez à vous les autres créatures si leur jet de Vigueur échoue."
Poor,,Pauvre
PENALTY,,PÉNALITÉ
Summon monster VII,,Invoquez le monstre VII
IMPROVE COUNTERMEASURES,,AMPLIFICATION DES CONTRE-MESURES
Towns,,Villes
Non-Monk|Levels,,Niveaux|Non-Moines
Treated as outsider,,Considéré comme un extérieur
Feet,,Pieds
Graviton mode,,Mode graviton
Manoeuvre,,Manoeuvre
Evocation,,Évocation
Teleport short distance; self only,,Téléporté sur une courte distance; Seulement soi-même
Suggestion,,Suggestion
"Change shape as a full-round action,|given a fortitude save:",,"Changez de forme en une action complexe,|avec un jet de vigueur :"
All skills are considered class skills,,Toutes les compétences sont des compétences de classe
Nerfs,,Diminutions
Slow Fall 30 ft,,Chute ralentie 9m
Jump,,Saut
x 2,,x 2
HOSTILE,,HOSTILE
Allow the device to operate without power for up to a week.,,Batterie permettant de fonctionner une semaine.
SURVIVAL,,SURVIE
FAMILIAR,,FAMILIER
Use your rig as a Mk I comm unit.,,Vous pouvez utiliser cet outil comme un communicateur individuel.
1 min,,1 min
MOVE THROUGH ENEMY’S OWN SQUARE,,TRAVERSER LA CASE D'UN ENNEMI
SPELL LEVEL,,NIVEAU DE SORT
Shield of Faith,,Bouclier de foi
OCCULTIST,,OCCULTISTE
CT,,SC
Nightmare,,Cauchemar
Burn,,Bruler
M’wk,,AdM
Empty Body,,Corps Vide
Reduce the computer’s bulk.,,Réduit le volume de l’ordinateur.
Caster level to overcome|  spell resistance,,Niveau de lanceur de sorts pour|vaincre la résistance à la magie
CUSTOM RIG,,INTERFACE PERSONNALISÉE
Destination,,Destinataire
1d10,,1d10
WEAPONS|ARRAY,,ARMEMENT
BLACK HOLE,,TROU NOIR
pcu,,ue
Defence,,Défense
Key|Ability,,Carac.|Essen.
-3 burn,,-3 Brûlure
ft.,,m
"When making a full attack, take only -3 penalty.",,Le malus d’attaque à outrance avec armes de càc est de -3.
AURA OF COURAGE,,AURA DE COURAGE
Craft Poisons,,Création de poisons
1d6,,1d6
Medusa’s Wrath,,Fureur de la Méduse
Search,,Recherche
Casting time,,Temps d'incantation
Greater Arcane Luck,,Science de la Chance Magique
Damage Reduction,,Réduction de dégâts
Other skills:|Craft - INT|Perform - CHA,,Autres compétences:|Artisanat - INT|Représentation - CHA
Intimidate to grant +4 to a another’s check.,,Test d’intimidation pour donner +4 au test d’un autre.
Population,,Population
Small arms or operative|melee weapons,,Armes légères ou de|corps à corps d'agent
MECHANIC TRICK,,ASTUCE DE MÉCANO
TELEPATHY,,TELEPATHIE
"Move 5ft immediately; +2 AC against triggering attackAlternatively, drop prone for +4 AC",,"Se déplace de 1,5m immédiatement; +2 CA contre attaque déclencheuse|Peut se laisser tomber pour +4 CA"
One skill|rank,,Un point|de comp.
mins,,mins
CURSE OF LYCANTHROPY,,MALÉDICTION DE LA LYCANTHROPIE
"Hit points equal to the ship’s|base frame HP increment.|If it crosses an increment,|repair one system one step.",,"Réparez un nb de PS égal au|facteur de PS de l’armature.|Si le SC est passé, réparez un|système d’un niveau."
LAWFUL,,LOYAL
ZENITH REVELATION,,RÉVÉLATION ULTIME
Brawler’s Flurry,,Déluge de coups de lutteur
Power Points used today,,Points de Pouvoirs utilisés aujourd'hui
Viceroy,,Vice-roi
BONDED OBJECT,,OBJET LIÉ
Improved Critical / Keen weapon / Keen magical effect,,Science du critique / Arme acérée / Sort Affûtage
bulk,,volume
Profession (merchant),,Profession (marchand)
Add CHA to the a saving throw before it is rolled.,,Ajoutez le CHA au jet de sauvegarde avant de le lancer.
Avoid all damage on successful reflex save,,Annule tout dégât en cas de jet de Réflexes réussi
"FEATS, TRAITS AND|SPECIAL ABILITIES",,"DONS, TRAITS ET|CAPACITÉS SPÉCIALES"
Hat / Mask,,"Chapeau, masque"
BASIC|MODS,,MODS.|BASIQ.
OTHER INCOME,,AUTRES REVENUS
Patron Spell,,Sort de Patron
Collision,,Collision
Animal,,Animal
Current Country,,Pays actuel
KINETICIST,,CINÉTISTE
VOLATILE MIND,,PENSEE VOLATILE
RESISTANCES,,RÉSISTANCES
Use Magical Device,,Utlisation d'objets magiques
MODULES,,MODULES
Temporary|Hit Points,,Points de vie|Temporaires
Int,,Int
UTILITY,,UTILITAIRE
"As a standard action, form a telepathic link.",,Forme un lien télépathique comme une action standard.
Code of Conduct,,Code de Conduite
Evasive,,Évasif
HIGH JUMP,,SAUT EN HAUTEUR
Arcane|Trickster|Level,,Niveau de|mystificateur|profane
Add any bonus or penalty from your race:,,Ajoutez les bonus ou pénalités de race :
SOCIAL TALENTS,,TALENTS SOCIAUX
Some races have more than one type.,,Certaines races ont plus d'un type.
Starting point,,Point de départ
EXPERT AI,,IA AVANCÉE
Orb of Cold,,Orbe de froid
EVIL,,MAUVAIS
CHARGES,,CHARGES
Organisation,,Organisation
FLASHING STRIKES,,ATTAQUES FOUDROYANTES
(Round | down),,(arrondi à|l'inférieur)
Chain Lightning,,Chaine de lumière
WIS - 4,,SAG - 4
+ Level,,+ Niveau
CONSUMPTION,,CONSOMMATION
High Jump,,Saut en Hauteur
REFLEX|BONUS,,BONUS AUX|RÉFLEXES
Vorpal,,Vorpale
Nodes,,Nodules
SUGGESTION,,SUGGESTION
Expansionist,,Expansionniste
Your custom rig’s computer gains wipe and lockout modules.,,L’ordinateur a les modules verrouillage et purge.
Weapon,,Arme
Fascinate,,Fascination
AC + INT (1 round),,CA + INT ( 1 tour)
CHA - 8,,CHA - 8
WEAPON,,ARME
Page,,Page
Spells,,Sorts
sp,,pa
Craft (weapons),,Artisanat (armes)
Uses today,,Utilisation/jour
FASCINATE,,FASCINATION
SPECIAL ABILITIES,,CAPACITES SPECIALES
FRIGHTENING APPEARANCE,,APPARENCE HORRIFIQUE
Knowledge (planes),,Connaissance (plans)
Improved Trip,,Science du Croc en Jambes
Spell Level,,Niveau de sort
Weapons considered Good aligned for overcoming DR.,,Armes considérées d'alignement Bon pour vaincre la RD
Cold,,Froid
PRESTIGE CLASS,,CLASSE DE PRESTIGE
To use again on the same target within 24 hours:,,Pour utiliser sur la même cible dans les 24 heures :
Size|Modifier,,Mod. de|taille
Spend 1 resolve to fire all weapons|in a single arc at -2.,,Dépensez 1 pp pour tirer avec toutes|les armes d’un arc à -2.
HIT|POINTS,,POINTS|DE VIE
Shaken,,Secoué
INSTANT METAMAGIC,,METAMAGIE INSTANTANÉE
ENVOY|LEVEL,,NIVEAU|D'ÉMISSAIRE
Level|Bonus,,Bonus de|Niveau
Covering fire and harrying fire have no effect on you.,,Tirs de couverture ou de diversion sans bonus contre vous.
Target’s|CR,,FP de|la cible
Weapon Focus:,,Arme de prédilection:
Inquisitor|Level,,Niveaux|d'Inquisiteur
"One story trait, connecting them into the campaign",,"Un trait d'histoire, les liant à la campagne."
Drain points from your Arcane Health to|take your hit points back to zero.,,Draine des point de votre santé arcanique pour|remettre vos points de dégats a zero
Far Shot,,Tir Lointain
Fatigued|AC Penalty,,Fatigué|Pénalité de CA
DMG,,DMG
ALCHEMIST’S EXTRACT FORMULAE,,FORMULES D'EXTRAITS D'ALCHIMISTE
FLYBY,,PASSE TACTIQUE
ARCHETYPE,,ARCHETYPE
Liar,,Menteur
"Fold along the dotted lines, making sure|the                hatched areas are hidden or face down",,"Plier le long des lignes pointillées, en s'assurant|que les zones hachées sont cachées ou vers le bas"
GHOST IN THE MACHINE,,FANTÔME DANS LA MACHINE
High Priest,,Haut-prêtre
OR,,OU
Ability Score|Adjustments,,Ajustements de|Caractéristiques
13 to 17,,13 a 17
rds,,trs
ARMOUR & SHIELDS,,BLINDAGE ET BOUCLIERS
Vigour,,Vigueur
CR,,FP
Today,,Aujourd'hui
Reduce effective falling height using wall,,Chute ralentie
Damage Bonus,,Dégâts bonus
ENGINEERING PHASE,,PHASE D’INGÉNIERIE
SPELL CHIP,,PUCE À SORTS
SAVING THROWS,,JETS DE SAUVEGARDE
"Gain one combat feat immediately, or three as a swift action.",,"Gagne un don de combat immédiatement, or trois en une action rapide"
Flat-footed,,Pieds plat
An enclave of data reachable only with root access.,,Un module de données disponible seulement à l'accès racine.
Knowledge (engineering),,Connaissance (ingénierie)
Leadership,,Commandement
"Move through enemy’s hex,|but attack as normal.",,"Déplacement dans l’hexagone|ennemi, attaque normalement."
ATTACK FEATS,,DONS D'ATTAQUE
CODE OF CONDUCT,,CODE DE CONDUITE
7ft,,"2,10 m"
Hit|Points,,Points|de vie
Timeless Body,,ÉTERNELLE JEUNESSE
d10,,d10
Total hit|points,,Points de vie|totaux
EAC,,CAE
Gnome,,Gnôme
"Treat hands, feet, knees and elbows as weapons",,"Traiter les mains, pieds, genoux et coudes comme des armes"
"To study the same foe within 24 hours, spend 1 inspiration.",,"Pour en apprendre sur le meme ennemi en 24h, depense 1pt d'inspiration."
Monk Level,,Niveau de Moine
AURA,,AURA
Craft (winemaking),,Artisanat (vin)
Scale|factor,,Facteur|d’échelle
Cryptic|Level,,Niveau|Cryptique
d12,,d12
Cost,,Coût
Provided you have one rank in the skill,,Si vous avez un rang dans la compétence
Intimidate|check DC,,DD du test|d'Intimidation
+6 Climb,,+6 Grimpe
ARTIFICER,,ARTIFICIER
"Handle Animal, Intimidate",,"Dressage, Intimidation"
SECURITY,,SÉCURITÉ
SKILL NOTES,,NOTES COMPÉTENCES
+2 to attack roll (affects critical range),,+2 aux jets d'attaque (affecte la portée de critique)
Improved|Evasion,,Science de|l'évasion
25 to 29,,25 a 29
Hold simple conversations.,,Permet des conversations simples.
NATURAL LYCANTHROPE,,LYCANTHROPE NATUREL
Sickened,,Malade
Ability|Increase,,Augmentation|de Carac.
Tracking,,Autonome
Favoured,,Juré
Master Strike,,Frappe de maitre
(Good),,(Bien)
OVERPOWER,,SURCHARGE
Treat unarmed attacks as lawful weapons,,Considère les attaques à mains nues comme des armes Loyales
MULTITASKING,,MULTITÂCHES
DAMAGE REDUCTION,,RÉDUCTION DE DÉGÂTS
METAMAGIC,,MÉTAMAGIE
16 to 17,,16 a 17
"If a target of Override which fail their will save, you can|dictate their actions for 1 round.",,"Si une cible de forçage rate son jet de volonté, contrôlez ses|actions pour un tour."
Apply this bonus to all knowledge skills,,Appliquer ce bonus à toutes les compétences de connaissances
Deliver touch spells,,Conduit
Rage 3/day,,Rage 3/jour
EXPANSION|BAYS,,COMPARTIMENTS|ANNEXES
Blindsense,,Sens aveugle
Extra attacks of opportunity,,Attaques d'opportunité supplémentaires
Bloodrager|Level,,Niveau de|Sanguin
Ki Strike (lawful),,Frappe Ki (loyal)
with Armour,,avec armure
Craft Traps,,Fabrication de pièges
Imdomitable Will,,Volonté indomptable
(Round up),,(arrondi au supérieur)
Penetrating Strike  (,,Attaque puissante (
INVENTORY,,INVENTAIRE
Fortitude,,Vigueur
DAMAGE|BONUS,,BONUS AUX|DÉGÂTS
/  Region,,/ Région
"Begin or switch a bardic performance as a move action,|rather than as a standard action.",,"Activer ou changer de représentation bardique par une action de mouvement,|à la place d'une action simple."
1/day,,1/jour
"On using Channel Positive Energy or Lay On Hands, heal the maximum possible amount.",,Soigne le maximum de points de vie possible avec la canalisation d'énergie positive et l'imposition des mains
Manoeuvres,,Manoeuvres
Warden,,Gardien
BLOODLINE FEATS,,DONS DE LIGNAGE
Turn the ship but don’t move.,,Tournez le vaisseau sans le déplacer.
Attack|Penalty,,Attaque|Pénalité
Saving throws against mythic effects are unaffected.,,Les jets de sauvegarde contre les effets mythiques ne sont pas affectés
(RANGER),,(RODEUR)
Second combat manoeuvre,,Deuxième manoeuvre de combat
HP / STAMINA,,PV / ENDURANCE
"Alertness, improved evasion",,"Vigilance, esquive surnaturelle"
You or your drone must be adjacent to the target.,,Votre drone ou vous-même devez être adjacent à la cible.
Use a full attack action for more attacks,,Utiliser une attaque à outrance pour plus d'attaques
Neck / Throat,,"Nuque, cou"
"If successful, target is flat-footed.",,"Si le test est réussi, la cible est prise au dépourvu."
AIR,,AIR
Craft (armourer),,Artisanat (armures)
Profession (brewer),,Profession (brasseur)
SHARE FAVOURED ENEMY,,PARTAGER ENNEMI JURE
White,,Blanc
Bonus feats should be Combat Feats or Psionic Feats,,Les dons supplémentaires doivent être des dons de combat ou psioniques
TARGETS,,CIBLES
Enemy ship,,Vaisseau ennemi
JACK OF ALL TRADES,,TOUCHE-À-TOUT
+5 bonus to hacking if you have either the password|or the security key.,,Bonus de +5 au piratage si vous avez le mot de passe|ou la clé de sécurité.
Destruction,,Destruction
"When below 0hp, always stabilise without needing to make a constitution check (though bleed damage still counts).",,"Quand vous êtes en dessous de 0pv, vous vous stabilisez toujours sans faire de jet de constitution (les dommages de saignement comptent toujours)"
Natural|Armour,,Armure|Naturelle
Wizard|Level,,NIVEAU DE|MAGICIEN
lb,,kg
Spell Save DC = 10 + WIS + Spell Level,,DD de jet de sauvegarde d'un sort = 10 + SAG + niveau du sort
QUICK FIX,,RAFISTOLAGE RAPIDE
Small,,Petit
Blinding Critical,,Critique Aveuglant
FIST OF THE DRAGON,,POING DU DRAGON
Sneaky,,Sournois
Ranger Level,,Niveau de rôdeur
Master of Machines,,Maître des machines
Treat a system’s damage as|2 lower this round.,,Réduit l’effet critique d’un système|de 2 crans ce tour.
Locate Traps,,Détection de pièges
+20ft,,+6m
Acrobatics skill +4,,Compétence d'acrobaties +4
Feats +|Misc,,Dons +|Divers
Precise Shot,,Tir Précis
String,,Instruments à corde
TRUE EXPERTISE,,MAÎTRISE TOTALE
Icy burst,,Froid intense
EDICTS,,Édits
60 ft,,18m
Bully,,Brute
Water,,Eau
Critical,,Critique
Wolf,,Loup
Stun,,Étour.
"Make a note of any other abilities your character gains at this level.|This may include extra spells, combat feats or feat-like choices,|increases to the power of previous abilities, etc.",,"Prenez note de toute autre capacité que votre personnage gagne à ce niveau.|Cela peut inclure des sorts supplémentaires, des dons de combat ou des choix de pseudo-dons,|augmenter la puissance des capacités précédentes, etc."
(WIS minimum 1),,(SAG minimum 1)
"Racial, Feats",,"Dons, Raciaux"
MOVING SPEECH,,INSPIRATION
SPELL RECALL / KNOWLEDGE POOL,,SOUVENIR MAGIQUE / RÉSERVE DE CONNAISSANCES
"Bluff, Sense Motive",,"Bluff, Psychologie"
Sing,,Chant
Heir,,Héritier
Level|Penalty,,Pénalité|de niveau
Rounds,,Tours
Speak with master,,Communication avec le maître
"As a standard action, form a telepathic link with 6 allies.",,"En une action simple, formez un lien télépathique avec 6 alliés."
DEFENCE & SAVING THROWS,,DEFENSE & JETS DE SAUVEGARDE
You may make a fresh Computers check each round.,,Faites un nouveau test d’Informatique chaque tour.
Disable Traps,,Désarmer les pièges
Kill,,Létal
Favoured|     Enemy|     Terrain,,Bonus| Ennemi| Terrain
QUICK MOVEMENT,,DÉPLACEMENT RAPIDE
4 ki points,,4 point de ki
CHARACTER INFO,,INFOS SUR LE PERSONNAGE
"This does not apply if you were killed by a coup-de-grace|or critical hit by a mythic enemy, or an epic weapon.",,"Cela ne s'applique pas si vous vous faîte tuer par un coup-de-grace|ou un coup critique d'un ennemi mythique, ou une arme épique."
Drone|Levels,,Niveaux|de drone
2/day,,2/jour
Wind Instruments,,Instruments à vent
Creature|Level,,Niveau de|la créature
POPULATION,,POPULATION
Spend 1 resolve to fly 1½ speed (turning,,Dépensez 1 pp pour déplacer à vitesse 1½ (virer 
Investigator|Level,,Niveau|d'Investigateur
15ft,,"4,50 m"
Trap Sense +4,,Sens des pièges +4
Weapon Focus  (,,Arme de prédilection (
Make your target flat-footed or off-target for 1 round.,,Votre cible est prise au dépourvu ou imprécise pour 1 tour.
+4 Perception,,+4 Perception
Armour AC,,CA d'armure
Domain Spell,,Sort de domaine
Bard|Level,,Barde|Niveau
WEAPON SPECIALISATION,,SPÉCIALISATION MARTIALE
Manifester|Level,,Niveau de|manifestation
Knowledge (arcana),,Connaissance (mystères)
Prevent access to the device after|three failed attempts.,,Empêche l’accès à l’appareil après|trois tentatives d’accès échouées.
CRAFT,,FABRICATION
WATER,,EAU
SPENDING,,DÉPENSES
COMBAT PHASES,,PHASES DE COMBAT
Sleight of Hand,,Escamotage
Customisation,,Customisation
Presents a simulated environment containing nothing useful.,,Présente un environnement simulé ne contenant rien d’utile.
Book,,Livre
FORCE OF WILL,,FORCE DE VOLONTÉ
"Diplomacy, Intimidate",,"Diplomatie, Intimidation"
TOUCH,,CONTACT
Exhausting Critical,,Critique Épuisant
20 Reflex save,,20 Sauvegarde Reflexe
Conjuration,,Invocation
Will,,Volonté
Rounds Today,,Tours aujourd'hui
To combine lower-level spell slots into a single|higher-level spell slot:,,Pour combiner de petits emplacements de sorts|en un plus grand emplacement :
MONEY,,RICHESSES
NPC,,PNJ
"Ranged attacks, armour class, initiative",,"Attaques à distance, classe d'armure, initiative"
Malfunctioning,,Disfonctionnement
AURA OF RESOLVE,,AURA DE RESOLUTION
When using an improvised or broken weapon,,Lors d'utilisation d'arme brisés ou improvisés
ARMOUR CLASS BONUS,,BONUS DE CLASSE D'ARMURE
1 hour meditation,,Méditation d'une heure
Open Lock,,Crochetage
TRAPS,,PIÈGES
READ LANGUAGES,,LECTURE DES LANGUES
SAVING|THROW,,JET DE|SAUVEGARDE
Treat a system’s damage as 2 lower this round.,,Réduit l’effet critique d’un système de 2 crans ce tour.
= 10ft + [,,= 3m + [
Locate Creature,,LOCALISATION DE CRÉATURES
Immune to compulsion effects including magic.,,"Immunisé aux effets de coercition, même magiques."
EFFECTIVE|CHARACTER LEVEL,,NIVEAU EFFECTIF|DU PERSONNAGE
Bat,,Chauves-souris
ACROBATICS,,ACROBATIE
Profession (stable master),,Profession (maître d'écurie)
SPELLS ›,,SORTS
Cannot run or charge|-2 Strength and Dexterity,,Ne peut pas courir ou charger|-2 Force et Dextérité
INSPIRE COURAGE,,INSPIRER LE COURAGE
GEAR BOOST,,OPTIMISATION D’ÉQUIPEMENT
