Original,Part of,Translation
"Apply this bonus to all Knowledge (geography),|(nature), (local) and Linguistics",,"Aplica este bônus para todos os Conhecimentos (geografia), (natureza), (local) e Linguística"
ATTACKS,,ATAQUES
• Dazzled,,• Pasmo
Desnus,,Desnus
WITCH FOCUS,,FOCO DE BRUXA
Summon Undead I,,Invocar Mortos-Vivos I
Percussion,,Percussão
Unconscious,,Inconsciente
INFLICT,,INFliGIR
Speed with Armour,,Velocidade Vestindo Armadura
MYSTIC WISDOM,,SABEDORIA MÍSTICA
Increase damage reduction to 10/evil.,,Aumente a redução de dano de 10/mal.
WIS,,SAB
POPULACE,,POPULAÇÃO
Rapid Shot,,Tiro Rápido
3 rounds,,3 turnos
Treat unarmed attacks as magic weapons,,Tratarataques desarmados como armas mágicas
Channel Power,,Canalizar Poder
Craft (baskets),,Ofício (cestas)
WIS - 8,,SAB - 8
"No attack penalty, may attack of opportunity when grappling",,"Sem penalidade de ataque, pode usar ataque de oportunidade quando agarrando"
COMBAT,,COMBATE
Profession (midwife),,Profissão (parteira)
Improved aid,,Ajuda Melhorada
ANIMAL COMPANION,,COMPANHEIRO ANIMAL
KNOWN POWERS,,PODERES CONHECIDOS
Temp CMB,,Temp BMC
Hit Die,,Dado de Vida
ASTRAL REPAIR,,REPARAÇÃO ASTRAL
Ranks,,Graduações
INTELLIGENT ITEM,,ITEM INTELIGENTE
d4 / d8,,d4 / d8
POTIONS,,POÇÕES
Daze Monster,,Pasmar Monstro
Bonus|Feat,,Talento Bônus
Summon Nature’s Ally I,,Invocar Aliado da Natureza I
SLIPPERY MIND,,MENTE ESCORREGADIA
"Once per day, become a dragon.",,"Uma vez por dia, transforme-se em um dragão."
Location,,Localização
ANIMAL FORM,,FORMA ANIMAL
Listen,,Ouvir
Melée damage,,Dano Corpo a Corpo
TAKE 10,,ESCOLHER 10
"From level 12, gain resistance to one energy type.",,"A partir do nível 12, ganha resistência a um tipo de energia"
Fly Speed,,Velocidade de Vôo
Hold Person,,Imobilizar Pessoa
Improved Disarm,,Desarme Aprimorado
7d6,,7d6
Training,,Treinamento
Apply a critical effect to the,,Aplique um efeito de crítico ao
Outcome,,Lucro
DC,,CD
Knowledge: Psionics,,Conhecimento: Psionicos
1 pt,,1 pt
"Acrobatics, Heal",,"Acrobacia, Curar"
PERFECT ADVANTAGE,,VANTAGEM PERFEITA
Swim,,Nadar
Bard Level,,Nível de Bardo
• Shaken,,• Abalado
Special Ammo,,Munição Especial
Common,,Comum
INVESTIGATOR TALENTS,,TALENTOS DE INVESTIGADOR
Advanced Talent,,Talento avançado
BUILD A CHARACTER,,Construir um Personagem
Knowledge: The Planes,,Conhecimento: Planos
Magical beast,,Besta Mágica
Base|Points,,Pontos Base
Forbidden Domain,,Domínio Proibido
Speak with animals of its kind,,Fale com animais de sua espécie
EXTRACTS,,EXTRAIR
LAY ON HANDS,,Cura Pelas Mãos
2d8 / 4d8,,2d8 / 4d8
Nature,,Natureza
Open / Close,,Abrir / Fechar
Improved|uncanny dodge,,esquiva sobrenatural aprimorada
Headband,,Bandana
Charisma|Penalty,,Penalidade de Carisma
hp,,pv
Operative|Level,,Nível de|Operativo
DRACONIC INVOCATIONS,,INVOCAÇÕES DRACÔNICAs
BARDIC PERFORMANCE & BATTLE DANCE,,ATUAÇÃO DE BARDO E DANÇA DE BATALHA
SKILL|RANKS,,PERÍCIA|GRADUAÇÕES
Single-minded,,Mente-única
Influence,,Influência
Favoured Enemy Bonus,,Bônus Inimigo Favorito
Reflex,,Reflexo
Green,,Verde
Diplomacy,,Diplomacia
Consult the book to see what increase you get to your|Base Attack Bonus and Saving Throws at this level.,,Consulte o livro para ver que incremento você recebe em seu|Bônus Base de Ataque e Resistência neste nível.
Close,,Próximo
Detect Secret Doors,,Detectar Portas Secretas
Trained,,Treinado
Ring,,Anel
Inspire Courage,,Inspirar Coragem
SPELL|RANGE,,ALCANCE DE|MAGIA
Dragon Form (1/day),,Forma de Dragão (1/dia)
Control Shape,,Controlar Forma
VOW,,VOTO
Wis,,Sab
Tumble,,Arte da Fuga
Discern Lies|Today,,Discernir Mentiras Hoje
Bonus language,,Bônus de Idioma
Use a performance roll to influence animals,,Use testes de performance para influenciar animais
Threat range,,Alcance de ameaça
Head / Hat / Mask,,Cabeça / Chapéu / Máscara
COMBAT STYLE,,ESTILO DE COMBATE
EXPERTISE,,ESPECIALIZAÇÃO
+4 Strength,,+4 Força
"Sneak attack damage can be applied when a target is flanked or|is denied their DEX bonus to AC.|On ranged attacks, it only applies within 30 ft.|It is not multiplied by critical hits.|It cannot be non-lethal unless using a non-lethal weapon.",,"O dano do ataque furtivo pode ser aplicado quando um inimigos esta flanqueado ou|não possui seu bônus de DES na CA.|Em ataques a distância, só é aplicado com 10m.|Não é multiplicado em hits críticos.|Não pode ser não-letal, a não ser que utilize uma arma não-letal."
TOTAL FUNDS,,FUNDOS TOTAIS
STORM DRUID,,DRUIDA DA TEMPESTADE
Break Enchantment,,Quebrar Encantamento
Sml / Lrg,,peq / gde
Trap Sense +6,,Sentir Armadilha +6
Enemies are frightened and flee your performance,,Inimigos ficam aterrorizados e fogem com sua apresentação
Creature type,,Tipo da Criatura
Immune to all diseases,,Imune a todas as doenças
Special properties,,Propriedades especiais
4d8,,4d8
Waist,,Cintura
Party Attack|Bonus,,Bônus de Ataquem em Grupo
Concept,,Conceito
MANOEUVRES,,MANOBRAS
Bonus|Feats,,Talentos|Bônus
Cast|Today,,Conjurações|Hoje
Unconcious,,Inconciênte
Perception,,Percepção
Handle Animal,,Adestrar Animal
Class skills,,Perícias da Classe
+5ft Speed,,+1.5m de Velocidade
COMBAT FEATS,,TALENTOS DE COMBATE
Knowledge (nobility),,Conhecimento (Nobreza e Realeza)
Paladin Level,,Nível de Paladino
ORIGINS,,ORIGENS
Damage|to targets,,Alvos do dano
CLASS ABILITIES,,HABILIDADES DA CLASSE
DRACONIC WRATH,,IRÁ DRACÔNICA
LEGENDARY HERO,,HERÓI LENDÁRIO
"Racial,|Feats",,"Taletos Raciais,"
Prying Eyes,,Olhos curiosos
Armour class|bonus,,Bônus de classe de armadura
Craft (jewelry),,Ofício (joalheria)
Gain a +1 bonus to Fortitude and Will saves.,,Ganha +1 de Bônus para testes de Fortitude e Vontade.
+ 4 to all saving throws|+ 4 to AC,,+4 em todas as resistências|+4 na CA
Skill Ranks,,Graduações em Perícia
Rolls|Today,,Rolagens|Hoje
Class|Level,,Nível da Classe
Deafening Critical,,Crítico Ensurdecedor
Redirection|Today,,Redirecionar hoje
Protection from arrows,,Proteção contra Flechas
DORJES,,DORJE
ATTRIBUTES,,ATRIBUTOS
Nimble,,Ligeiro
ARCHMAGE ARCANA,,ARCHMAGO ARCANO
UNSHAKEABLE,,INABALÁVEL
Attack,,Ataque
2 rounds,,2 turnos
Profession (cook),,Profissão (cozinheiro)
Power,,Poder
WANDS,,VARINHAS
Fatigued,,Fadigado
Spell|Level,,Magia|Nível
Social name,,Nome social
Sympathetic,,Simpatico
Aspect,,Aspecto
Illusions|today,,Ilusões|hoje
Is this a favoured class?,,Esta é uma classe predileta?
Damage type:,,Tipo de Dano;
PERFORMANCES,,PERFORMANCES
Base Weapon,,Arma Base
SPELL BOOK,,GRIMÓRIO
WIS - 12,,SAB - 12
Area,,Área
Trap Sense +2,,Encontrar Armadilhas +2
+6 Stealth,,+6 Furtividade
RIGHTEOUS CAUSE,,CAUSA JUSTA
CASH,,DINHEIRO
Three times per day.,,Três vezes por dia.
Foes|Today,,Inimigos hoje
Blade Barrier,,Barreira de Lâminas
Conditional Modifiers,,Modificadores Condicionais
Base Form,,Forma Básica
Duration,,Duração
• Deafened,,• Surdo
Light Wounds,,Feridas Leves
Perform (oratory),,Atuação (Oratória)
Hero,,Herói
BUILDINGS,,CONTRUÇÕES
Implosion,,Implosão
120 ft,,36m
MOUNTAIN DRUID,,DRUIDA DA MONTANHA
Ranger|Level,,Nível de|Patrulheiro
AMAZING INITIATIVE,,INICIATIVA INCRÍVEL
Effective|Character|Level,,Nível|Efetivo de|Personagem
SOCIAL,,SOCIAL
Stoneskin,,Pele Rochosa
Critical Wounds,,Ferimento Críticos
Detect Thoughts,,Detectar Pensamentos
45ft,,13.5m
Weapon Mastery,,Maestria em arma
Radius centred|on the Cleric,,Raio centrado no Clérigo
Focus,,Focus
Saves,,RESISTÊNCIAS
BUFFS,,BUFFS
Temp Speed,,Deslocamento Temporário
POWER STONES,,PEDRAS DE PODER
3 targets,,4 alvos
ATTACK BONUS,,BÔNUS DE ATAQUE
Granted Power,,Poder Garantido
Initiative,,Iniciativa
Rogue|Level,,Nível de|Ladino
Uses|today,,Usos|Hoje
Swim Speed,,Velocidade de Nadar
INITIATIVE|MARKERS,,INICIATIVA|MARCADORES
Channel Positive Energy,,Canalizar Energia Positiva
AC Bonus,,Bônus de CA
Racial|bonus,,Bônus Racial
Craft (bowmaking),,Ofícios (Arquearia)
VERSATILE PERFORMANCE,,ATUAÇÃO VERSÁTIL
Class Skills,,Perícias da Classe
2pt,,2pt
RAGE,,FÚRIA
NINJA,,NINJA
Character number,,Número de personagem
The head of Alfredo Garcia,,A cabeça de Alfredo Garcia
1 rounds,,1 turno
Detect Good / Evil / Law / Chaos,,Detectar Bem / Mal / Ordem / Caos 
Deflect Arrows,,Desviar Objetos
MOVE THROUGH THREATENED SQUARE,,MOVER-SE POR QUADRADOS AMEAÇADOS
AURA OF DEPRAVITY,,AURA DE DEPRAVAÇÃO
Uses Today,,Usado Hoje
• Frightened,,• Aterrorizado
MAGICAL CHILD,,CRIANÇA MÁGICA
ARMOUR TRAINING,,TREINAMENTO DE ARMADURA
Incendiary Cloud,,Nuvem Incendiária
"As a move action, detect evil in one creature or item within 60ft.",,"Como uma ação de movimento, detectar o mal em uma criatura ou item dentro de 18 metros"
Comedy,,Comédia
Rogue’s Edge,,Lâmina do Ladino
+2 Strength,,+2 Força
Quick Draw,,Saque rápido
(ROGUE),,(LADINO)
Craft (brewery),,Ofício (Cervejaria)
Clothes / Body,,Roupas / Corpo
d10 / 3d6,,d10 / 3d6
Clairaudience / Clairvoyance,,Clarividência / Clariaudiência
Ready,,Ler
"On using Smite Evil to successfully hit an outsider, that outsider is subject to Banishment.|The effect of Smite Evil ends after this attack.",,"Ao usar Punir o Mal para atingir com sucesso um extraplanar, este extraplanar é submetido à Banimento.|O efeito de Punir o Mal acaba após esse ataque."
Foes within 10ft lose any immunity to fear,,inimigos dentro de 3 metros perdem qualquer imunidade ao medo
or,,ou
Diamond Soul,,Alma de Diamante
PROMOTIONS,,PROMOÇÕES
MELEE,,CORPO A CORPO
"Place of origin, nationality, culture",,"Lugar de origem, nacionalidade, cultura"
WIZARD,,MAGO
Inflict Serious Wounds,,Infligir Ferimento Sério
Armor Class Bonus,,Bônus de Classe de Armadura
Handle Animal|Bonus,,Bônus para Adestrar Animal
Black,,Negro
SAVING THROW DC,,CD DE TESTE DE RESISTÊNCIA
RIGHTEOUS HUNTER,,CAÇADOR JUSTO
DEATH DOMAIN,,DOMÍNIO DOS MORTOS
+10ft,,+3m
Debts,,Debtos
Summon Monster,,Invocar Monstro
Likes,,Favoritos
Dodge|Modifier,,Modificador de Esquiva
Use in place of Diplomacy to improve the attitude of an animal,,Use no lugar de Diplomacia para melhorar a atitude de um animal
Domain,,Domínio
URBAN DRUID,,DRUIDA URBANO
Standard,,Padrão
Stunned,,Atordoado
Temp AC,,CA Temporária
PALADIN,,PALADINO
Str,,For
d6 +,,d6 +
1st,,1º
DC 25,,CD 25
DIRGE OF DOOM,,MARCHA FÚNEBRE
LEVEL,,NÍVEL
ARCANE ARMOUR,,ARMADURA ARCANA
VII,,VII
Monk Level|÷ 4,,Nível de Monge|÷ 4
Gather Information,,Obter Informação
Truespeak,,Fala Verdadeira
PILOT,,PILOTO
Burrow Speed,,Velocidade de Cavar
AVENGER,,VINGADOR
Acid,,Ácido
BONUS FEATS,,TALENTO BÔNUS
4ft,,1.2m
Crowd Control,,Controlar Grupo
Craft (bookbinding),,Ofício (Encadernação)
"Imitate any sorcerer or wizard conjuration spell up to 3rd level,|but summoned creatures only have 20% strength, 20% hit|points and deal 20% damage.",,"Imita qualquer magia de conjuração de feiticeiro ou mago (até nível 3),|mas criaturas invocadas terão apenas 20% da força, 20% dos pontos|de vida e causam 20% de dano."
Multiplier,,Multiplicador
BASE ATTACK & SAVING THROWS,,ATAQUE BASE & RESISTÊNCIAS
Red,,Vermelho
Item can talk in languages it knows.,,Item pode falar em idiomas que ele conhece.
Mystic Wisdom,,Sabedoria Mística
= ECL + 3,,= NEP + 3
Height,,Altura
WITCH SENSE,,SENTIDO DE BRUXA
Summon spirit,,Invocar Espirito
SPELLS,,MAGIAS
Carried by / given to,,Carregado por / dado à
Summon,,Invocar
Campaign,,Campanha
Ventriloquism,,Ventriloquismo
Style skill,,Estilo de perícia
Touch,,Toque
require,,requer
Transmutation,,Transmutação
"Allocate these scores to your six stats:|Strength, Dexterity, Constitution,|Intelligence, Wisdom and Charisma",,"Aloque estas pontuações para seus seis atributos:|Força, Destreza, Constituição,|Inteligência, Sabedoria e Carisma"
A successful sneak attack can also deliver one of:| • Sleep for 1d4 hours| • Paralysed for 2d6 rounds| • Slain,,Um ataque furtivo bem sucedido pode causar um efeito:| •  Dormir por 1d4 horas| •  Paralizado por 2d6 rodadas| • Assassinado
11ft,,3.3m
Perfect Style,,Estilo Perfeito
Bonus to Diplomacy|and Intimidate,,Bônus para Diplomacia e Intimidar
TRAP SENSE,,SENTIR ARMADILHAS
Dazed,,Pasmo
Temp CMD,,Temp DMC
Mouse,,Rato
Double damage to inanimate structures.,,Dano dobrado para estruturas inanimadas.
Good saves:,,Teste de Bondade:
ARCANE POOL,,RESERVA ARCANA
Deafened,,Surdo
Heal,,Curar
Components / Focus,,Componentes / Foco
Staggered,,Cambaleante
Defensive|Casting|Bonus,,Bônus de Conjuração Defensiva
Region,,Região
Notes,,Notas
Summon Undead II,,Invocar Mortos-Vivos II
Unlimited range,,Alcance ilimitado
Total Weight,,Peso Total
Inflict Moderate Damage,,Infligir Dano Moderado
Craft (painting),,Ofício (Pintura)
to ignore 10ft of falling damage,,ignora 3m de dano por queda
Greater Vital Strike,,Golpe Vital Aumentado
CROSSBLOODED|SORCERER,,FEITICEIRO DE|SANGUE MESTIÇO
xp,,xp
Resolved,,Resolvido
DC reduction,,Redução de CD
Vigilante name,,Nome de Vigilante
FRIENDLY,,AMIGAVEL
Temp Damage|Bonus,,Dano Temporário|Bônus
Druid|Level,,Nível de|Druida
ALCHEMY,,ALQUIMIA
Bonus against charm and compulsion effects,,Bônus contra efeitos de encantamento e compulsão
Successful critical hit|(with a light or one-handed piercing melee weapon),,Acerto crítico (com uma arma perfurante leve ou de uma mão em ataques corpo a corpo)
"Apply this bonus to Knowledge (arcana),|Spellcraft and Use Magical Device",,"Aplica este bônus para Conhecimento (arcano), Arte da Magia e Usar Dispositivo Magico"
Capacity + 2,,Capacidade +2
Improved Vital Strike,,Golpe Vital Aprimorado
Monk|Level,,Nível de|Monge
Good Cleric,,Clérigo do BEm
1pt,,1pt
CAPTAIN,,CAPITÃO
Bonus to Perception|and Disable Device,,Bônus de Percepção e Desabilitar Dispositivo
SPELL CRITICAL,,MAGIA CRÍTICA
AURA OF JUSTICE,,AURA DE JUSTIÇA
2ft,,0.6m
+ 2 + 4d6,,+ 2 + 4d6
1 pt per range increment,,1 pt por incremento no alcance
Your starting languages,,Seus idiomas de partida
Change shape as a move action.,,Muda de forma como uma ação de movimento
Craft (masonry),,Ofício (Alvenaria)
2d4,,2d4
"Bluff, Intimidate",,"Blefar, Intimidar"
Spell Save DC = 10 + CHA + Spell Level,,Resistência a Magia CD = 10 + CAR + Nível da Magia
dice,,dados
Item value,,Valor do item
Misc|Modifier,,Outros|Mod.
Max Weight,,Peso Max
Arms / Wrists,,Braços / Pulsos
Silver,,Prata
Obscuring Mist,,Névoa Obscurecente
Max|Ranks,,MAX|GRADUAÇÕES
Use redirection on any melee attacker,,Use o redirecionamento em qualquer atacante corpo a corpo.
Heavy,,Pesado
Base|Attack Bonus,,Bônus|Base de Ataque
Shaman|Level,,Nível de|Xamã
SHIELD,,ESCUDO
Disarm magical traps as a Rogue.,,Desarme armadilhas mágicas como um Ladino.
Race (including subtypes or customisations),,Raça (incluindo subtipos ou personalizações)
Stable,,Estável
Spell immunity,,Imune a magia
d10+7,,d10+7
BESTIAL MOUNT,,MONTARIA BESTIAL
INVULNERABILITY,,INVUNERABILIDADE
INIT,,INIC
OTHER EVENTS,,OUTROS EVENTOS
MAGIC ITEMS,,ITENS MÁGICOS
Light Load,,Carga Leve
VIGILANTE TALENTS,,TALENTOS DE VIGILANTE
Rank / Position,,Patente / Posição
Counter magical effects that depend on sight.|Allies within 30ft use Performance roll in place of a saving throw,,Contra efeitos mágicos que dependem da visão.|Aliados com 10m usam rolam Performance no lugar de resistencias
Perform (string),,Atuação (Instrumentos de Corda)
15/magic,,15/magia
Other:,,Outro:
Gorgon’s Fist,,Punho da Górgona
Ability Modifier = (Total Ability Score - 10) ÷ 2,,Modificador de Habilidade = Valor Total de Habilidade - 10) ÷ 2
Uncanny dodge,,Esquiva misteriosa
Ride,,Montaria
Survival|Bonus,,Sobrevivência|Bônus
(BLOODRAGER),,(FURIANTE SANGUÍNEO)
Evasion,,Evasão
Kingdom’s|Income,,Lucros do|Reino
Throw Anything,,Arremessar Qualquer Coisa
Motivations,,Motivações
Snatch Arrows,,Flechas Arrebatadoras
"Bonus to attack, damage and selected skills against this enemy",,"Bônus de ataque, dano e perícias selecionadas contra este inimigo"
"Diplomacy, Perception",,"Diplomacia, Percepção"
3ft,,1.2m
Power Attack,,Poder de Ataque
Carried Items,,Itens Carregados
per,,por
Animal|companion,,Companheiro Animal
+6 Strength,,+6 Força
CONTROLLED RAGE,,FÚRIA CONTROLADA
Item can read any language.,,Item pode ler qualquer idioma
Catch off-guard,,Pegar Desprevenido
Improved Precise Shot,,Tiro Preciso Melhorado
Sneak Attack,,Ataque furtivo
ACTIONS,,AÇÕES
CMB,,BMC
Hold Monster,,Imobilizar Monstro
Forgery,,Forja
Disable|Device,,Desabilitar Dispositivo
From Level 4,,A Partir do Nível 4
Strength bonus,,Bônus de Força
Craft (blacksmithing),,Ofício (Forjaria)
